,date,team,location,opponent,outcome,active,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points_scored,game_score,plus_minus,player_id,name
4520,2008-11-14,Team.NEW_JERSEY_NETS,Location.HOME,Team.ATLANTA_HAWKS,Outcome.WIN,True,2241,7,20,0,2,12,16,2,6,7,1,0,2,2,26,19.5,5,cartevi01,Vince Carter
4521,2008-11-15,Team.NEW_JERSEY_NETS,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.WIN,True,2320,10,18,5,8,4,6,1,3,5,2,0,3,5,29,21.7,13,cartevi01,Vince Carter
4522,2008-11-18,Team.NEW_JERSEY_NETS,Location.HOME,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,True,2054,3,12,0,2,6,8,0,4,6,0,0,1,6,12,6.0,-17,cartevi01,Vince Carter
4523,2008-11-21,Team.NEW_JERSEY_NETS,Location.AWAY,Team.TORONTO_RAPTORS,Outcome.WIN,True,2570,17,28,3,7,2,2,3,6,6,1,0,1,4,39,32.7,1,cartevi01,Vince Carter
4524,2008-11-22,Team.NEW_JERSEY_NETS,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,True,2292,8,14,2,3,8,12,2,6,4,3,0,2,2,26,24.0,22,cartevi01,Vince Carter
4525,2008-11-25,Team.NEW_JERSEY_NETS,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,True,1931,5,11,2,3,2,2,0,2,4,0,0,1,4,14,9.1,-9,cartevi01,Vince Carter
4526,2008-11-26,Team.NEW_JERSEY_NETS,Location.AWAY,Team.SACRAMENTO_KINGS,Outcome.WIN,True,2714,9,18,1,3,6,7,1,3,3,2,2,2,1,25,20.3,7,cartevi01,Vince Carter
4527,2008-11-29,Team.NEW_JERSEY_NETS,Location.AWAY,Team.UTAH_JAZZ,Outcome.WIN,True,1874,9,17,2,2,2,4,2,3,3,1,0,2,3,22,15.1,21,cartevi01,Vince Carter
4528,2008-11-30,Team.NEW_JERSEY_NETS,Location.AWAY,Team.PHOENIX_SUNS,Outcome.WIN,True,2343,9,19,3,7,7,9,0,2,5,2,1,1,0,28,23.3,-4,cartevi01,Vince Carter
4529,2008-12-02,Team.NEW_JERSEY_NETS,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.LOSS,True,1865,6,17,1,5,3,5,4,1,2,0,0,0,1,16,9.8,-17,cartevi01,Vince Carter
4530,2008-12-05,Team.NEW_JERSEY_NETS,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,True,2051,7,15,1,5,3,5,0,2,4,0,1,3,3,18,9.4,32,cartevi01,Vince Carter
4531,2008-12-06,Team.NEW_JERSEY_NETS,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.WIN,True,2591,5,12,2,5,2,2,2,9,8,2,0,2,2,14,16.5,18,cartevi01,Vince Carter
4532,2008-12-10,Team.NEW_JERSEY_NETS,Location.HOME,Team.NEW_YORK_KNICKS,Outcome.LOSS,True,2357,7,12,3,5,1,4,0,7,6,1,1,3,3,18,15.0,0,cartevi01,Vince Carter
4533,2008-12-12,Team.NEW_JERSEY_NETS,Location.HOME,Team.TORONTO_RAPTORS,Outcome.LOSS,True,1742,0,13,0,2,3,4,3,1,3,0,0,3,4,3,-6.6,-32,cartevi01,Vince Carter
4534,2008-12-13,Team.NEW_JERSEY_NETS,Location.AWAY,Team.CHICAGO_BULLS,Outcome.LOSS,True,2524,11,22,3,6,14,14,1,5,3,1,2,1,2,39,32.9,7,cartevi01,Vince Carter
4535,2008-12-15,Team.NEW_JERSEY_NETS,Location.AWAY,Team.TORONTO_RAPTORS,Outcome.WIN,True,2242,8,24,2,5,2,3,4,6,5,0,1,0,1,20,14.4,-3,cartevi01,Vince Carter
4536,2008-12-17,Team.NEW_JERSEY_NETS,Location.HOME,Team.UTAH_JAZZ,Outcome.LOSS,True,2437,11,24,1,6,9,11,2,2,4,0,0,3,5,32,18.6,-6,cartevi01,Vince Carter
4537,2008-12-19,Team.NEW_JERSEY_NETS,Location.HOME,Team.DALLAS_MAVERICKS,Outcome.WIN,True,2189,11,18,4,6,8,8,0,10,6,1,0,1,2,34,32.2,17,cartevi01,Vince Carter
4538,2008-12-20,Team.NEW_JERSEY_NETS,Location.HOME,Team.MIAMI_HEAT,Outcome.LOSS,True,2396,5,14,0,4,11,12,2,3,5,0,1,4,4,21,13.7,-2,cartevi01,Vince Carter
4539,2008-12-22,Team.NEW_JERSEY_NETS,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.LOSS,True,1690,5,15,0,1,0,0,0,2,1,2,0,1,1,10,3.4,-16,cartevi01,Vince Carter
4540,2008-12-23,Team.NEW_JERSEY_NETS,Location.AWAY,Team.INDIANA_PACERS,Outcome.WIN,True,2285,12,25,6,9,8,9,2,6,1,3,1,3,3,38,28.3,-4,cartevi01,Vince Carter
4541,2008-12-26,Team.NEW_JERSEY_NETS,Location.HOME,Team.CHARLOTTE_BOBCATS,Outcome.LOSS,True,2524,8,21,2,5,1,1,0,3,4,2,0,1,5,19,10.2,-5,cartevi01,Vince Carter
4542,2008-12-27,Team.NEW_JERSEY_NETS,Location.AWAY,Team.CHARLOTTE_BOBCATS,Outcome.WIN,True,2514,8,12,2,6,10,12,1,2,6,0,0,3,1,28,24.1,12,cartevi01,Vince Carter
4543,2008-12-29,Team.NEW_JERSEY_NETS,Location.HOME,Team.CHICAGO_BULLS,Outcome.LOSS,True,2508,11,19,2,5,7,8,0,2,3,0,1,2,2,31,22.3,-8,cartevi01,Vince Carter
4544,2008-12-31,Team.NEW_JERSEY_NETS,Location.AWAY,Team.DETROIT_PISTONS,Outcome.LOSS,True,875,2,8,0,2,0,0,0,0,0,0,0,1,0,4,-1.8,-4,cartevi01,Vince Carter
4545,2009-01-02,Team.NEW_JERSEY_NETS,Location.HOME,Team.ATLANTA_HAWKS,Outcome.WIN,True,2527,6,18,5,7,1,2,0,4,4,0,2,3,4,18,8.2,-4,cartevi01,Vince Carter
4546,2009-01-03,Team.NEW_JERSEY_NETS,Location.AWAY,Team.MIAMI_HEAT,Outcome.LOSS,True,2661,5,21,1,5,9,11,2,7,6,0,0,5,4,20,7.6,4,cartevi01,Vince Carter
4547,2009-01-05,Team.NEW_JERSEY_NETS,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.WIN,True,2348,9,18,2,4,9,11,1,8,7,0,0,4,3,29,22.0,16,cartevi01,Vince Carter
4548,2009-01-07,Team.NEW_JERSEY_NETS,Location.HOME,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,True,2367,6,11,1,4,12,14,0,6,12,2,0,5,4,25,24.5,12,cartevi01,Vince Carter
4549,2009-01-09,Team.NEW_JERSEY_NETS,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.LOSS,True,2506,8,14,1,4,6,6,2,7,14,0,0,2,3,23,26.5,6,cartevi01,Vince Carter
4550,2009-01-12,Team.NEW_JERSEY_NETS,Location.HOME,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,True,2662,8,17,2,5,3,4,2,3,4,6,0,1,2,21,21.2,10,cartevi01,Vince Carter
4551,2009-01-14,Team.NEW_JERSEY_NETS,Location.AWAY,Team.BOSTON_CELTICS,Outcome.LOSS,True,1566,1,10,0,2,2,2,0,0,1,1,0,4,3,4,-6.1,-24,cartevi01,Vince Carter
4552,2009-01-15,Team.NEW_JERSEY_NETS,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,True,2359,4,14,2,4,3,4,1,8,5,2,0,0,3,13,11.8,1,cartevi01,Vince Carter
4553,2009-01-17,Team.NEW_JERSEY_NETS,Location.HOME,Team.BOSTON_CELTICS,Outcome.LOSS,True,840,2,8,0,0,1,2,1,1,1,1,0,1,2,5,0.7,-28,cartevi01,Vince Carter
4554,2009-01-21,Team.NEW_JERSEY_NETS,Location.AWAY,Team.NEW_ORLEANS_HORNETS,Outcome.LOSS,True,2622,9,19,0,2,2,3,2,5,3,0,2,3,4,20,11.7,-12,cartevi01,Vince Carter
4555,2009-01-23,Team.NEW_JERSEY_NETS,Location.AWAY,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,True,2387,9,18,2,3,6,6,0,3,6,1,0,0,1,26,22.7,-4,cartevi01,Vince Carter
4556,2009-01-24,Team.NEW_JERSEY_NETS,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,True,2096,9,15,3,7,2,2,0,7,5,4,1,3,4,23,21.8,12,cartevi01,Vince Carter
4557,2009-01-26,Team.NEW_JERSEY_NETS,Location.AWAY,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,True,1524,2,12,2,7,2,2,0,3,2,0,1,1,3,8,1.2,-18,cartevi01,Vince Carter
4558,2009-01-28,Team.NEW_JERSEY_NETS,Location.HOME,Team.TORONTO_RAPTORS,Outcome.LOSS,True,2354,9,21,5,10,4,4,2,8,5,1,0,1,3,27,22.0,0,cartevi01,Vince Carter
4559,2009-01-30,Team.NEW_JERSEY_NETS,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.LOSS,True,2228,6,18,4,9,2,2,1,3,5,2,0,2,3,18,11.7,-9,cartevi01,Vince Carter
4560,2009-01-31,Team.NEW_JERSEY_NETS,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.WIN,True,1523,3,9,0,2,1,1,2,4,3,0,0,1,3,7,4.4,-9,cartevi01,Vince Carter
4561,2009-02-03,Team.NEW_JERSEY_NETS,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.WIN,True,2394,3,12,1,3,8,10,0,10,12,0,0,2,2,15,15.6,21,cartevi01,Vince Carter
4562,2009-02-04,Team.NEW_JERSEY_NETS,Location.AWAY,Team.WASHINGTON_WIZARDS,Outcome.WIN,True,2161,8,15,4,8,0,0,0,2,5,1,1,1,2,20,16.7,11,cartevi01,Vince Carter
4563,2009-02-07,Team.NEW_JERSEY_NETS,Location.HOME,Team.DENVER_NUGGETS,Outcome.WIN,True,1975,5,10,0,2,2,2,1,2,8,3,1,3,4,12,13.0,22,cartevi01,Vince Carter
4564,2009-02-10,Team.NEW_JERSEY_NETS,Location.HOME,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,True,2460,11,25,0,3,3,4,2,4,5,0,0,1,3,25,15.4,-16,cartevi01,Vince Carter
4565,2009-02-17,Team.NEW_JERSEY_NETS,Location.AWAY,Team.HOUSTON_ROCKETS,Outcome.LOSS,True,2086,11,21,2,2,6,7,0,4,2,1,1,3,1,30,20.2,-10,cartevi01,Vince Carter
4566,2009-02-18,Team.NEW_JERSEY_NETS,Location.AWAY,Team.DALLAS_MAVERICKS,Outcome.LOSS,True,2265,7,21,0,5,1,2,2,2,3,1,1,3,3,15,4.3,-19,cartevi01,Vince Carter
4567,2009-02-20,Team.NEW_JERSEY_NETS,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.LOSS,True,2464,6,17,1,6,4,6,0,4,7,1,0,1,5,17,10.8,2,cartevi01,Vince Carter
4568,2009-02-23,Team.NEW_JERSEY_NETS,Location.HOME,Team.PHILADELPHIA_76ERS,Outcome.WIN,True,2167,5,11,0,1,0,0,1,4,3,1,0,5,4,10,2.7,-11,cartevi01,Vince Carter
4569,2009-02-25,Team.NEW_JERSEY_NETS,Location.HOME,Team.CHICAGO_BULLS,Outcome.WIN,True,2328,4,14,1,3,2,2,0,9,7,0,0,1,1,11,9.0,11,cartevi01,Vince Carter
4570,2009-03-01,Team.NEW_JERSEY_NETS,Location.HOME,Team.NEW_ORLEANS_HORNETS,Outcome.LOSS,True,2398,9,17,3,6,5,5,0,3,3,1,2,2,2,26,20.3,-9,cartevi01,Vince Carter
4571,2009-03-03,Team.NEW_JERSEY_NETS,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.WIN,True,2225,5,20,1,7,4,4,2,1,6,0,0,2,3,15,5.7,5,cartevi01,Vince Carter
4572,2009-03-04,Team.NEW_JERSEY_NETS,Location.HOME,Team.BOSTON_CELTICS,Outcome.LOSS,True,2323,13,21,5,8,3,3,0,1,4,1,0,1,4,34,26.0,-4,cartevi01,Vince Carter
4573,2009-03-06,Team.NEW_JERSEY_NETS,Location.AWAY,Team.ORLANDO_MAGIC,Outcome.LOSS,True,2210,8,22,0,5,3,4,0,3,4,1,0,2,2,19,8.3,-5,cartevi01,Vince Carter
4574,2009-03-08,Team.NEW_JERSEY_NETS,Location.HOME,Team.NEW_YORK_KNICKS,Outcome.WIN,True,2483,9,19,3,5,4,4,3,6,4,4,0,3,3,25,21.8,12,cartevi01,Vince Carter
4575,2009-03-11,Team.NEW_JERSEY_NETS,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,True,1928,5,18,2,6,2,2,0,2,2,2,0,3,4,14,2.8,-13,cartevi01,Vince Carter
4576,2009-03-13,Team.NEW_JERSEY_NETS,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,True,2360,8,20,3,4,0,0,0,4,1,0,0,3,6,19,4.7,-11,cartevi01,Vince Carter
4577,2009-03-15,Team.NEW_JERSEY_NETS,Location.AWAY,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,True,2580,13,26,5,9,10,10,2,5,6,2,0,3,3,41,32.9,7,cartevi01,Vince Carter
4578,2009-03-16,Team.NEW_JERSEY_NETS,Location.AWAY,Team.DENVER_NUGGETS,Outcome.LOSS,True,2283,13,23,5,10,1,1,0,4,3,0,1,2,4,32,21.5,-18,cartevi01,Vince Carter
4579,2009-03-18,Team.NEW_JERSEY_NETS,Location.AWAY,Team.NEW_YORK_KNICKS,Outcome.WIN,True,2136,11,16,5,9,2,2,0,5,2,1,1,4,2,29,22.0,18,cartevi01,Vince Carter
4580,2009-03-20,Team.NEW_JERSEY_NETS,Location.HOME,Team.MIAMI_HEAT,Outcome.WIN,True,2276,5,18,2,4,5,6,2,7,8,1,2,2,2,17,14.7,3,cartevi01,Vince Carter
4581,2009-03-22,Team.NEW_JERSEY_NETS,Location.HOME,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,True,2601,11,23,0,4,3,6,0,9,5,0,1,0,4,25,17.4,-14,cartevi01,Vince Carter
4582,2009-03-25,Team.NEW_JERSEY_NETS,Location.AWAY,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,True,2442,7,21,3,9,3,3,1,3,5,2,1,4,3,20,10.7,-17,cartevi01,Vince Carter
4583,2009-03-27,Team.NEW_JERSEY_NETS,Location.HOME,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,True,2408,8,15,1,3,3,6,1,6,3,0,0,2,5,20,12.1,-12,cartevi01,Vince Carter
4584,2009-03-29,Team.NEW_JERSEY_NETS,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.LOSS,True,2247,14,23,2,8,6,8,1,7,2,1,0,3,4,36,25.3,-8,cartevi01,Vince Carter
4585,2009-03-30,Team.NEW_JERSEY_NETS,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.LOSS,True,1535,3,11,0,3,3,4,0,3,1,1,0,2,3,9,1.5,-27,cartevi01,Vince Carter
4586,2009-04-01,Team.NEW_JERSEY_NETS,Location.HOME,Team.DETROIT_PISTONS,Outcome.WIN,True,2435,5,12,1,3,1,2,1,6,7,1,1,2,0,12,12.3,6,cartevi01,Vince Carter
4587,2009-04-04,Team.NEW_JERSEY_NETS,Location.AWAY,Team.CHICAGO_BULLS,Outcome.LOSS,True,1696,2,10,0,4,0,2,0,2,2,1,1,0,3,4,-0.5,-6,cartevi01,Vince Carter
4588,2009-04-05,Team.NEW_JERSEY_NETS,Location.HOME,Team.PHILADELPHIA_76ERS,Outcome.WIN,True,1984,5,14,1,3,4,4,1,4,4,2,0,2,3,15,10.7,12,cartevi01,Vince Carter
4589,2009-04-08,Team.NEW_JERSEY_NETS,Location.AWAY,Team.BOSTON_CELTICS,Outcome.LOSS,True,2385,11,18,5,9,6,8,2,10,5,1,0,2,4,33,29.3,3,cartevi01,Vince Carter
4590,2009-04-10,Team.NEW_JERSEY_NETS,Location.AWAY,Team.DETROIT_PISTONS,Outcome.LOSS,True,1943,2,5,0,2,2,2,0,5,10,0,0,0,3,6,10.6,3,cartevi01,Vince Carter
4591,2009-04-11,Team.NEW_JERSEY_NETS,Location.HOME,Team.ORLANDO_MAGIC,Outcome.WIN,True,2380,7,16,4,6,9,9,0,2,9,0,0,1,4,27,22.9,1,cartevi01,Vince Carter
4592,2009-04-13,Team.NEW_JERSEY_NETS,Location.HOME,Team.CHARLOTTE_BOBCATS,Outcome.WIN,True,2307,5,16,2,9,5,6,0,6,5,2,4,3,2,17,13.7,0,cartevi01,Vince Carter
4593,2008-10-29,Team.MIAMI_HEAT,Location.AWAY,Team.NEW_YORK_KNICKS,Outcome.LOSS,True,2146,7,13,2,4,1,2,1,6,8,0,0,1,4,17,15.8,2,chalmma01,Mario Chalmers
4594,2008-10-31,Team.MIAMI_HEAT,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.WIN,True,1796,1,4,1,3,0,1,1,1,2,4,0,2,1,3,4.2,32,chalmma01,Mario Chalmers
4595,2008-11-01,Team.MIAMI_HEAT,Location.AWAY,Team.CHARLOTTE_BOBCATS,Outcome.LOSS,True,2108,2,6,1,4,1,2,0,2,8,2,0,3,4,6,5.8,4,chalmma01,Mario Chalmers
4596,2008-11-05,Team.MIAMI_HEAT,Location.HOME,Team.PHILADELPHIA_76ERS,Outcome.WIN,True,1832,3,8,0,4,0,0,1,3,6,9,0,2,1,6,14.0,18,chalmma01,Mario Chalmers
4597,2008-11-07,Team.MIAMI_HEAT,Location.AWAY,Team.SAN_ANTONIO_SPURS,Outcome.WIN,True,1838,1,5,0,3,0,0,0,4,7,1,1,1,4,2,4.1,16,chalmma01,Mario Chalmers
4598,2008-11-08,Team.MIAMI_HEAT,Location.AWAY,Team.NEW_ORLEANS_HORNETS,Outcome.LOSS,True,1616,2,3,0,0,0,2,0,3,3,1,0,1,5,4,2.9,-15,chalmma01,Mario Chalmers
4599,2008-11-10,Team.MIAMI_HEAT,Location.HOME,Team.NEW_JERSEY_NETS,Outcome.WIN,True,1625,2,6,2,5,1,1,1,2,2,0,0,1,3,7,4.1,-11,chalmma01,Mario Chalmers
4600,2008-11-12,Team.MIAMI_HEAT,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,True,1845,1,4,0,0,5,6,0,1,1,2,0,5,2,7,1.4,-26,chalmma01,Mario Chalmers
4601,2008-11-14,Team.MIAMI_HEAT,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.WIN,True,1770,3,9,2,7,1,2,1,2,7,2,0,3,2,9,7.9,9,chalmma01,Mario Chalmers
4602,2008-11-16,Team.MIAMI_HEAT,Location.AWAY,Team.TORONTO_RAPTORS,Outcome.LOSS,True,1421,2,5,1,2,0,0,0,0,3,1,0,1,6,5,2.0,-3,chalmma01,Mario Chalmers
4603,2008-11-18,Team.MIAMI_HEAT,Location.AWAY,Team.WASHINGTON_WIZARDS,Outcome.WIN,True,1733,5,7,3,5,2,3,0,1,6,0,0,1,2,15,14.4,13,chalmma01,Mario Chalmers
4604,2008-11-19,Team.MIAMI_HEAT,Location.HOME,Team.TORONTO_RAPTORS,Outcome.LOSS,True,1724,2,8,1,3,2,3,0,3,4,0,0,2,2,7,2.7,-21,chalmma01,Mario Chalmers
4605,2008-11-22,Team.MIAMI_HEAT,Location.HOME,Team.INDIANA_PACERS,Outcome.WIN,True,1418,0,4,0,2,5,6,0,2,2,3,0,1,2,5,5.0,1,chalmma01,Mario Chalmers
4606,2008-11-24,Team.MIAMI_HEAT,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.LOSS,True,2234,7,13,5,10,4,7,0,4,6,4,0,0,3,23,23.7,-4,chalmma01,Mario Chalmers
4607,2008-11-26,Team.MIAMI_HEAT,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,True,1749,3,10,0,3,2,2,0,1,3,0,0,2,3,8,1.4,-10,chalmma01,Mario Chalmers
4608,2008-11-28,Team.MIAMI_HEAT,Location.AWAY,Team.PHOENIX_SUNS,Outcome.WIN,True,2104,5,7,3,4,0,0,0,2,2,5,1,2,3,13,14.6,17,chalmma01,Mario Chalmers
4609,2008-11-29,Team.MIAMI_HEAT,Location.AWAY,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,True,2220,4,9,3,7,0,0,0,5,5,2,0,0,3,11,12.1,-3,chalmma01,Mario Chalmers
4610,2008-12-01,Team.MIAMI_HEAT,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,Outcome.WIN,True,1410,4,8,2,4,2,2,1,2,6,1,0,1,6,12,11.1,-4,chalmma01,Mario Chalmers
4611,2008-12-03,Team.MIAMI_HEAT,Location.AWAY,Team.UTAH_JAZZ,Outcome.WIN,True,1777,2,6,1,4,5,5,0,3,5,3,0,5,1,10,8.6,3,chalmma01,Mario Chalmers
4612,2008-12-06,Team.MIAMI_HEAT,Location.HOME,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,True,1914,5,8,3,6,2,3,0,3,4,1,0,2,4,15,12.1,20,chalmma01,Mario Chalmers
4613,2008-12-08,Team.MIAMI_HEAT,Location.HOME,Team.CHARLOTTE_BOBCATS,Outcome.WIN,True,2071,5,9,1,3,4,5,0,1,3,3,0,2,2,15,12.9,10,chalmma01,Mario Chalmers
4614,2008-12-12,Team.MIAMI_HEAT,Location.HOME,Team.ATLANTA_HAWKS,Outcome.LOSS,True,1664,6,14,2,6,0,0,0,0,0,2,0,2,4,14,5.0,2,chalmma01,Mario Chalmers
4615,2008-12-14,Team.MIAMI_HEAT,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,True,2096,3,8,1,3,1,2,0,1,3,0,0,1,1,8,4.2,-15,chalmma01,Mario Chalmers
4616,2008-12-15,Team.MIAMI_HEAT,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.LOSS,True,2154,8,13,3,7,1,1,1,6,8,1,0,5,5,20,16.2,-2,chalmma01,Mario Chalmers
4617,2008-12-19,Team.MIAMI_HEAT,Location.HOME,Team.LOS_ANGELES_LAKERS,Outcome.WIN,True,2401,3,12,2,7,2,2,0,3,4,1,0,4,5,10,1.5,2,chalmma01,Mario Chalmers
4618,2008-12-20,Team.MIAMI_HEAT,Location.AWAY,Team.NEW_JERSEY_NETS,Outcome.WIN,True,2204,3,12,1,6,1,2,1,2,7,1,1,2,2,8,5.5,6,chalmma01,Mario Chalmers
4619,2008-12-23,Team.MIAMI_HEAT,Location.HOME,Team.GOLDEN_STATE_WARRIORS,Outcome.WIN,True,2335,2,6,1,2,2,2,0,3,4,1,0,5,3,7,2.1,9,chalmma01,Mario Chalmers
4620,2008-12-26,Team.MIAMI_HEAT,Location.HOME,Team.CHICAGO_BULLS,Outcome.WIN,True,2235,6,9,1,3,3,4,0,5,6,2,0,2,0,16,17.4,9,chalmma01,Mario Chalmers
4621,2008-12-28,Team.MIAMI_HEAT,Location.AWAY,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,True,2042,1,7,0,3,3,5,0,1,5,4,0,2,5,5,3.5,-14,chalmma01,Mario Chalmers
4622,2008-12-30,Team.MIAMI_HEAT,Location.HOME,Team.CLEVELAND_CAVALIERS,Outcome.WIN,True,2386,7,9,6,7,1,2,1,2,8,3,0,0,0,21,27.0,10,chalmma01,Mario Chalmers
4623,2009-01-02,Team.MIAMI_HEAT,Location.AWAY,Team.ORLANDO_MAGIC,Outcome.LOSS,True,1990,1,11,1,7,2,2,0,2,4,1,0,1,5,5,-0.9,-11,chalmma01,Mario Chalmers
4624,2009-01-03,Team.MIAMI_HEAT,Location.HOME,Team.NEW_JERSEY_NETS,Outcome.WIN,True,1530,0,2,0,2,7,8,1,5,5,2,0,2,4,7,9.3,-8,chalmma01,Mario Chalmers
4625,2009-01-05,Team.MIAMI_HEAT,Location.HOME,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,True,2037,4,7,1,2,0,0,0,1,5,1,1,0,0,9,11.2,-7,chalmma01,Mario Chalmers
4626,2009-01-07,Team.MIAMI_HEAT,Location.AWAY,Team.DENVER_NUGGETS,Outcome.LOSS,True,2161,4,7,2,4,2,2,0,1,7,2,0,7,3,12,7.7,-7,chalmma01,Mario Chalmers
4627,2009-01-09,Team.MIAMI_HEAT,Location.AWAY,Team.SACRAMENTO_KINGS,Outcome.WIN,True,2473,4,8,2,4,3,5,0,4,4,1,0,1,3,13,11.0,4,chalmma01,Mario Chalmers
4628,2009-01-11,Team.MIAMI_HEAT,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,True,557,0,3,0,0,0,0,1,0,2,0,0,1,3,0,-2.2,-12,chalmma01,Mario Chalmers
4629,2009-01-13,Team.MIAMI_HEAT,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,True,1797,1,9,0,3,2,4,2,1,4,0,0,1,1,4,0.4,3,chalmma01,Mario Chalmers
4630,2009-01-14,Team.MIAMI_HEAT,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.WIN,True,569,0,1,0,0,0,0,0,1,0,0,0,3,1,0,-3.8,-12,chalmma01,Mario Chalmers
4631,2009-01-17,Team.MIAMI_HEAT,Location.AWAY,Team.HOUSTON_ROCKETS,Outcome.LOSS,True,2021,0,4,0,1,0,0,0,2,5,2,0,0,4,0,1.7,-10,chalmma01,Mario Chalmers
4632,2009-01-18,Team.MIAMI_HEAT,Location.AWAY,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,True,1795,5,9,2,4,1,1,0,1,4,3,1,3,1,13,12.1,11,chalmma01,Mario Chalmers
4633,2009-01-21,Team.MIAMI_HEAT,Location.HOME,Team.BOSTON_CELTICS,Outcome.LOSS,True,1869,3,9,0,3,0,0,0,1,7,4,0,1,2,6,8.3,-12,chalmma01,Mario Chalmers
4634,2009-01-24,Team.MIAMI_HEAT,Location.HOME,Team.ORLANDO_MAGIC,Outcome.WIN,True,1958,8,12,1,3,3,3,0,1,6,3,0,0,2,20,21.5,1,chalmma01,Mario Chalmers
4635,2009-01-26,Team.MIAMI_HEAT,Location.HOME,Team.ATLANTA_HAWKS,Outcome.WIN,True,2165,5,14,1,4,1,1,0,2,6,1,0,5,3,12,3.8,12,chalmma01,Mario Chalmers
4636,2009-01-28,Team.MIAMI_HEAT,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.WIN,True,1701,3,6,2,4,2,2,0,6,5,3,0,1,2,10,13.5,19,chalmma01,Mario Chalmers
4637,2009-01-30,Team.MIAMI_HEAT,Location.AWAY,Team.INDIANA_PACERS,Outcome.LOSS,True,777,3,4,1,2,2,2,0,0,5,0,0,2,6,9,6.5,-8,chalmma01,Mario Chalmers
4638,2009-01-31,Team.MIAMI_HEAT,Location.HOME,Team.DALLAS_MAVERICKS,Outcome.LOSS,True,2078,4,11,3,5,6,7,0,0,2,4,0,2,1,17,13.5,-17,chalmma01,Mario Chalmers
4639,2009-02-02,Team.MIAMI_HEAT,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,True,2114,6,11,3,6,0,0,0,2,8,4,0,4,2,15,15.1,18,chalmma01,Mario Chalmers
4640,2009-02-04,Team.MIAMI_HEAT,Location.AWAY,Team.DETROIT_PISTONS,Outcome.LOSS,True,2285,4,8,2,3,2,2,0,1,3,1,0,2,3,12,8.2,-1,chalmma01,Mario Chalmers
