,date,team,location,opponent,outcome,active,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points_scored,game_score,plus_minus,player_id,name
29,2008-11-23,Team.TORONTO_RAPTORS,Location.HOME,Team.BOSTON_CELTICS,Outcome.LOSS,True,261,0,0,0,0,0,0,0,1,1,0,0,1,2,0,-0.8,-1,adamsha01,Hassan Adams
30,2008-11-30,Team.TORONTO_RAPTORS,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,True,242,1,2,0,0,0,0,0,1,0,1,0,0,1,2,1.9,4,adamsha01,Hassan Adams
31,2008-12-02,Team.TORONTO_RAPTORS,Location.AWAY,Team.DENVER_NUGGETS,Outcome.LOSS,True,645,1,4,0,0,1,4,1,1,0,0,0,0,0,3,0.4,0,adamsha01,Hassan Adams
32,2008-12-05,Team.TORONTO_RAPTORS,Location.AWAY,Team.UTAH_JAZZ,Outcome.LOSS,True,366,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.0,2,adamsha01,Hassan Adams
33,2008-12-09,Team.TORONTO_RAPTORS,Location.AWAY,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,True,503,0,3,0,0,2,2,0,1,0,0,0,1,1,2,-1.2,3,adamsha01,Hassan Adams
34,2008-12-10,Team.TORONTO_RAPTORS,Location.HOME,Team.INDIANA_PACERS,Outcome.WIN,True,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,adamsha01,Hassan Adams
35,2008-12-12,Team.TORONTO_RAPTORS,Location.AWAY,Team.NEW_JERSEY_NETS,Outcome.WIN,True,356,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7,-4,adamsha01,Hassan Adams
36,2009-01-02,Team.TORONTO_RAPTORS,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.WIN,True,301,2,4,0,0,0,0,0,2,0,0,0,0,0,4,2.6,-4,adamsha01,Hassan Adams
37,2008-10-29,Team.DETROIT_PISTONS,Location.HOME,Team.INDIANA_PACERS,Outcome.WIN,True,814,2,3,1,1,0,0,0,0,0,3,0,1,3,5,4.5,-1,afflaar01,Arron Afflalo
38,2008-11-01,Team.DETROIT_PISTONS,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.WIN,True,217,1,2,0,0,1,2,0,0,0,0,0,0,1,3,1.2,2,afflaar01,Arron Afflalo
39,2008-11-03,Team.DETROIT_PISTONS,Location.AWAY,Team.CHARLOTTE_BOBCATS,Outcome.WIN,True,1099,1,6,0,1,0,0,0,2,2,1,0,1,3,2,-1.0,4,afflaar01,Arron Afflalo
40,2008-11-05,Team.DETROIT_PISTONS,Location.AWAY,Team.TORONTO_RAPTORS,Outcome.WIN,True,418,1,3,0,0,0,0,0,0,1,0,0,0,1,2,0.6,8,afflaar01,Arron Afflalo
41,2008-11-07,Team.DETROIT_PISTONS,Location.AWAY,Team.NEW_JERSEY_NETS,Outcome.LOSS,True,449,2,4,0,1,0,0,0,2,1,0,0,0,1,4,2.9,2,afflaar01,Arron Afflalo
42,2008-11-09,Team.DETROIT_PISTONS,Location.HOME,Team.BOSTON_CELTICS,Outcome.LOSS,True,720,2,3,0,0,0,0,0,1,1,0,1,1,1,4,3.0,8,afflaar01,Arron Afflalo
43,2008-11-11,Team.DETROIT_PISTONS,Location.AWAY,Team.SACRAMENTO_KINGS,Outcome.WIN,True,1098,3,5,0,2,0,0,1,3,0,0,1,1,1,6,4.6,14,afflaar01,Arron Afflalo
44,2008-11-13,Team.DETROIT_PISTONS,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,Outcome.WIN,True,1657,4,8,1,2,2,2,2,0,1,1,0,0,4,11,8.5,9,afflaar01,Arron Afflalo
45,2008-11-14,Team.DETROIT_PISTONS,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.WIN,True,1577,2,2,1,1,2,4,0,3,2,0,1,1,1,7,7.2,8,afflaar01,Arron Afflalo
46,2008-11-16,Team.DETROIT_PISTONS,Location.AWAY,Team.PHOENIX_SUNS,Outcome.LOSS,True,720,0,1,0,0,1,2,0,1,0,0,0,0,2,1,-0.6,0,afflaar01,Arron Afflalo
47,2008-11-19,Team.DETROIT_PISTONS,Location.HOME,Team.CLEVELAND_CAVALIERS,Outcome.WIN,True,834,2,3,1,1,0,0,0,1,1,0,0,0,2,5,3.9,12,afflaar01,Arron Afflalo
48,2008-11-20,Team.DETROIT_PISTONS,Location.AWAY,Team.BOSTON_CELTICS,Outcome.LOSS,True,1051,0,2,0,2,0,0,0,3,1,0,0,0,0,0,0.2,-8,afflaar01,Arron Afflalo
49,2008-11-23,Team.DETROIT_PISTONS,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.LOSS,True,933,1,4,1,2,0,0,0,1,1,0,0,2,2,3,-1.2,-18,afflaar01,Arron Afflalo
50,2008-11-26,Team.DETROIT_PISTONS,Location.HOME,Team.NEW_YORK_KNICKS,Outcome.WIN,True,1286,5,5,3,3,0,0,0,5,0,0,0,1,1,13,11.6,1,afflaar01,Arron Afflalo
51,2008-11-28,Team.DETROIT_PISTONS,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.WIN,True,1246,4,6,0,1,1,1,0,5,0,0,0,3,0,9,4.9,13,afflaar01,Arron Afflalo
52,2008-11-30,Team.DETROIT_PISTONS,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,True,1226,0,2,0,0,2,2,1,1,1,0,1,0,3,2,1.8,7,afflaar01,Arron Afflalo
53,2008-12-02,Team.DETROIT_PISTONS,Location.AWAY,Team.SAN_ANTONIO_SPURS,Outcome.WIN,True,1102,1,2,0,0,0,0,0,1,0,3,1,1,3,2,2.8,12,afflaar01,Arron Afflalo
54,2008-12-05,Team.DETROIT_PISTONS,Location.HOME,Team.PHILADELPHIA_76ERS,Outcome.LOSS,True,1084,0,1,0,1,1,2,0,4,1,0,0,0,3,1,0.6,-16,afflaar01,Arron Afflalo
55,2008-12-07,Team.DETROIT_PISTONS,Location.AWAY,Team.NEW_YORK_KNICKS,Outcome.LOSS,True,1554,7,10,1,2,2,2,0,1,2,2,0,0,2,17,15.7,2,afflaar01,Arron Afflalo
56,2008-12-09,Team.DETROIT_PISTONS,Location.AWAY,Team.WASHINGTON_WIZARDS,Outcome.LOSS,True,1073,0,2,0,1,0,0,0,0,2,0,0,0,3,0,-1.2,-3,afflaar01,Arron Afflalo
57,2008-12-12,Team.DETROIT_PISTONS,Location.HOME,Team.INDIANA_PACERS,Outcome.WIN,True,535,0,0,0,0,3,3,0,0,0,0,1,0,4,3,2.1,-1,afflaar01,Arron Afflalo
58,2008-12-13,Team.DETROIT_PISTONS,Location.AWAY,Team.CHARLOTTE_BOBCATS,Outcome.WIN,True,1246,3,5,1,3,1,1,0,0,0,0,0,1,0,8,4.7,-14,afflaar01,Arron Afflalo
59,2008-12-17,Team.DETROIT_PISTONS,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.WIN,True,516,1,2,0,1,0,0,0,1,0,1,0,0,4,2,0.7,-1,afflaar01,Arron Afflalo
60,2008-12-19,Team.DETROIT_PISTONS,Location.HOME,Team.UTAH_JAZZ,Outcome.LOSS,True,1070,1,2,0,0,0,0,0,5,0,0,0,1,3,2,0.3,-5,afflaar01,Arron Afflalo
61,2008-12-21,Team.DETROIT_PISTONS,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.LOSS,True,271,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1.7,-11,afflaar01,Arron Afflalo
62,2008-12-23,Team.DETROIT_PISTONS,Location.HOME,Team.CHICAGO_BULLS,Outcome.WIN,True,1801,2,6,2,4,0,0,1,2,2,1,0,0,4,6,4.7,3,afflaar01,Arron Afflalo
63,2008-12-26,Team.DETROIT_PISTONS,Location.HOME,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,True,1292,2,5,0,1,2,2,1,1,1,1,0,1,1,6,4.6,2,afflaar01,Arron Afflalo
64,2008-12-27,Team.DETROIT_PISTONS,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.WIN,True,1427,1,8,0,1,1,2,3,2,0,1,0,0,3,3,-0.1,-6,afflaar01,Arron Afflalo
65,2008-12-29,Team.DETROIT_PISTONS,Location.HOME,Team.ORLANDO_MAGIC,Outcome.WIN,True,1256,1,3,1,1,2,4,1,3,0,1,0,0,2,5,4.3,5,afflaar01,Arron Afflalo
66,2008-12-31,Team.DETROIT_PISTONS,Location.HOME,Team.NEW_JERSEY_NETS,Outcome.WIN,True,1795,4,10,2,5,0,0,1,2,2,1,0,1,5,10,5.3,9,afflaar01,Arron Afflalo
67,2009-01-02,Team.DETROIT_PISTONS,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.WIN,True,1679,0,4,0,2,0,0,2,1,0,1,1,2,4,0,-3.0,-16,afflaar01,Arron Afflalo
68,2009-01-04,Team.DETROIT_PISTONS,Location.AWAY,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,True,1610,4,9,1,4,1,1,0,1,0,0,0,0,3,10,4.4,1,afflaar01,Arron Afflalo
69,2009-01-07,Team.DETROIT_PISTONS,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,True,748,2,3,1,1,0,1,0,1,0,0,0,1,1,5,2.2,0,afflaar01,Arron Afflalo
70,2009-01-09,Team.DETROIT_PISTONS,Location.AWAY,Team.DENVER_NUGGETS,Outcome.WIN,True,1254,4,9,1,5,8,8,2,0,0,0,1,1,3,17,12.2,11,afflaar01,Arron Afflalo
71,2009-01-10,Team.DETROIT_PISTONS,Location.AWAY,Team.UTAH_JAZZ,Outcome.LOSS,True,1313,2,5,1,2,4,4,0,3,1,0,0,3,2,9,4.1,-16,afflaar01,Arron Afflalo
72,2009-01-13,Team.DETROIT_PISTONS,Location.HOME,Team.CHARLOTTE_BOBCATS,Outcome.LOSS,True,406,0,4,0,2,0,0,0,1,1,0,0,0,1,0,-2.2,-4,afflaar01,Arron Afflalo
73,2009-01-14,Team.DETROIT_PISTONS,Location.AWAY,Team.INDIANA_PACERS,Outcome.LOSS,True,917,4,6,2,3,0,0,1,0,0,0,0,2,6,10,3.7,-3,afflaar01,Arron Afflalo
74,2009-01-16,Team.DETROIT_PISTONS,Location.AWAY,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,True,988,1,2,0,0,0,0,0,2,2,0,0,0,1,2,2.6,2,afflaar01,Arron Afflalo
75,2009-01-17,Team.DETROIT_PISTONS,Location.HOME,Team.NEW_ORLEANS_HORNETS,Outcome.LOSS,True,400,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-0.7,1,afflaar01,Arron Afflalo
76,2009-01-19,Team.DETROIT_PISTONS,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,True,234,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,-2,afflaar01,Arron Afflalo
77,2009-01-21,Team.DETROIT_PISTONS,Location.HOME,Team.TORONTO_RAPTORS,Outcome.WIN,True,428,1,4,0,1,0,0,0,0,0,0,0,1,2,2,-2.2,3,afflaar01,Arron Afflalo
78,2009-01-23,Team.DETROIT_PISTONS,Location.HOME,Team.DALLAS_MAVERICKS,Outcome.LOSS,True,1088,3,5,1,1,1,1,2,1,0,0,1,0,2,8,7.3,-5,afflaar01,Arron Afflalo
79,2009-01-25,Team.DETROIT_PISTONS,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.LOSS,True,1031,1,3,0,1,1,1,0,2,0,0,1,0,3,3,1.4,12,afflaar01,Arron Afflalo
80,2009-01-28,Team.DETROIT_PISTONS,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,True,361,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.3,0,afflaar01,Arron Afflalo
81,2009-02-01,Team.DETROIT_PISTONS,Location.HOME,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,True,389,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3,-8,afflaar01,Arron Afflalo
82,2009-02-04,Team.DETROIT_PISTONS,Location.HOME,Team.MIAMI_HEAT,Outcome.WIN,True,740,3,7,0,0,2,3,1,0,0,0,0,1,1,8,3.2,2,afflaar01,Arron Afflalo
83,2009-02-07,Team.DETROIT_PISTONS,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.WIN,True,696,0,1,0,1,0,0,0,1,0,0,0,0,2,0,-1.2,-5,afflaar01,Arron Afflalo
84,2009-02-08,Team.DETROIT_PISTONS,Location.HOME,Team.PHOENIX_SUNS,Outcome.LOSS,True,465,0,6,0,2,2,2,2,0,0,1,0,0,3,2,-1.0,-4,afflaar01,Arron Afflalo
85,2009-02-10,Team.DETROIT_PISTONS,Location.AWAY,Team.CHICAGO_BULLS,Outcome.LOSS,True,955,2,5,0,0,0,0,1,1,0,0,0,1,2,4,0.5,-11,afflaar01,Arron Afflalo
86,2009-02-11,Team.DETROIT_PISTONS,Location.HOME,Team.ATLANTA_HAWKS,Outcome.LOSS,True,644,0,1,0,0,0,0,0,4,0,0,0,0,3,0,-0.7,-3,afflaar01,Arron Afflalo
87,2009-02-17,Team.DETROIT_PISTONS,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.LOSS,True,436,2,3,1,2,0,0,0,2,0,0,0,0,2,5,3.5,-7,afflaar01,Arron Afflalo
88,2009-02-22,Team.DETROIT_PISTONS,Location.AWAY,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,True,532,1,2,0,0,0,0,0,1,0,0,0,2,1,2,-1.1,-8,afflaar01,Arron Afflalo
89,2009-02-27,Team.DETROIT_PISTONS,Location.AWAY,Team.ORLANDO_MAGIC,Outcome.WIN,True,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,afflaar01,Arron Afflalo
90,2009-03-01,Team.DETROIT_PISTONS,Location.AWAY,Team.BOSTON_CELTICS,Outcome.WIN,True,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,afflaar01,Arron Afflalo
91,2009-03-06,Team.DETROIT_PISTONS,Location.HOME,Team.GOLDEN_STATE_WARRIORS,Outcome.WIN,True,1107,4,7,1,1,0,0,2,1,1,0,0,0,3,9,6.9,2,afflaar01,Arron Afflalo
92,2009-03-07,Team.DETROIT_PISTONS,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.LOSS,True,873,1,2,1,1,0,0,0,0,1,0,0,0,2,3,1.9,1,afflaar01,Arron Afflalo
93,2009-03-11,Team.DETROIT_PISTONS,Location.HOME,Team.NEW_YORK_KNICKS,Outcome.LOSS,True,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,afflaar01,Arron Afflalo
94,2009-03-13,Team.DETROIT_PISTONS,Location.AWAY,Team.TORONTO_RAPTORS,Outcome.WIN,True,1390,3,6,2,4,0,0,0,3,1,0,0,0,3,8,5.4,-2,afflaar01,Arron Afflalo
95,2009-03-15,Team.DETROIT_PISTONS,Location.HOME,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,True,541,0,1,0,0,0,0,0,1,0,1,0,1,2,0,-1.2,1,afflaar01,Arron Afflalo
96,2009-03-17,Team.DETROIT_PISTONS,Location.AWAY,Team.DALLAS_MAVERICKS,Outcome.LOSS,True,2337,6,12,4,7,0,0,0,6,2,1,0,2,2,16,11.4,-2,afflaar01,Arron Afflalo
97,2009-03-18,Team.DETROIT_PISTONS,Location.AWAY,Team.HOUSTON_ROCKETS,Outcome.LOSS,True,2726,7,13,4,6,6,6,1,1,0,1,0,1,3,24,17.5,3,afflaar01,Arron Afflalo
98,2009-03-20,Team.DETROIT_PISTONS,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,True,2070,1,6,1,4,1,1,1,1,5,0,0,1,4,4,2.1,0,afflaar01,Arron Afflalo
99,2009-03-22,Team.DETROIT_PISTONS,Location.HOME,Team.MIAMI_HEAT,Outcome.LOSS,True,1774,4,10,1,5,4,4,0,2,2,2,1,2,4,13,8.7,0,afflaar01,Arron Afflalo
100,2009-03-24,Team.DETROIT_PISTONS,Location.AWAY,Team.CHICAGO_BULLS,Outcome.LOSS,True,1272,1,7,0,2,0,0,1,2,0,0,1,1,3,2,-2.7,-10,afflaar01,Arron Afflalo
101,2009-03-26,Team.DETROIT_PISTONS,Location.HOME,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,True,1881,2,8,0,2,2,2,0,1,0,0,0,1,4,6,-1.1,-4,afflaar01,Arron Afflalo
102,2009-03-28,Team.DETROIT_PISTONS,Location.AWAY,Team.WASHINGTON_WIZARDS,Outcome.WIN,True,597,0,2,0,1,2,2,0,1,0,0,0,0,1,2,0.5,-12,afflaar01,Arron Afflalo
103,2009-04-01,Team.DETROIT_PISTONS,Location.AWAY,Team.NEW_JERSEY_NETS,Outcome.LOSS,True,201,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1.6,4,afflaar01,Arron Afflalo
104,2009-04-04,Team.DETROIT_PISTONS,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.LOSS,True,453,0,1,0,1,2,2,1,0,1,0,0,0,1,2,2.3,-9,afflaar01,Arron Afflalo
105,2009-04-05,Team.DETROIT_PISTONS,Location.HOME,Team.CHARLOTTE_BOBCATS,Outcome.WIN,True,1494,4,4,3,3,1,2,0,2,0,1,0,1,3,12,9.8,18,afflaar01,Arron Afflalo
106,2009-04-08,Team.DETROIT_PISTONS,Location.AWAY,Team.NEW_YORK_KNICKS,Outcome.WIN,True,887,1,1,0,0,0,0,0,3,0,0,0,1,0,2,1.6,-3,afflaar01,Arron Afflalo
107,2009-04-10,Team.DETROIT_PISTONS,Location.HOME,Team.NEW_JERSEY_NETS,Outcome.WIN,True,956,3,3,0,0,0,0,0,2,0,0,1,0,0,6,6.4,3,afflaar01,Arron Afflalo
108,2009-04-11,Team.DETROIT_PISTONS,Location.AWAY,Team.INDIANA_PACERS,Outcome.LOSS,True,746,2,3,1,2,0,2,0,1,0,1,0,1,1,5,2.8,-2,afflaar01,Arron Afflalo
109,2009-04-13,Team.DETROIT_PISTONS,Location.HOME,Team.CHICAGO_BULLS,Outcome.LOSS,True,825,2,4,1,1,0,0,0,2,1,0,0,0,1,5,3.9,-2,afflaar01,Arron Afflalo
110,2009-04-15,Team.DETROIT_PISTONS,Location.AWAY,Team.MIAMI_HEAT,Outcome.LOSS,True,2960,6,13,1,2,0,0,2,1,3,2,0,1,1,13,10.7,-2,afflaar01,Arron Afflalo
111,2008-11-07,Team.NEW_JERSEY_NETS,Location.HOME,Team.DETROIT_PISTONS,Outcome.WIN,True,241,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4,-7,agerma01,Maurice Ager
112,2008-11-08,Team.NEW_JERSEY_NETS,Location.AWAY,Team.INDIANA_PACERS,Outcome.LOSS,True,113,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.1,-3,agerma01,Maurice Ager
113,2008-11-15,Team.NEW_JERSEY_NETS,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.WIN,True,147,0,0,0,0,0,0,0,0,0,0,0,1,3,0,-2.2,-4,agerma01,Maurice Ager
114,2008-11-18,Team.NEW_JERSEY_NETS,Location.HOME,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,True,196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,-5,agerma01,Maurice Ager
115,2008-11-25,Team.NEW_JERSEY_NETS,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,True,204,0,2,0,1,0,0,0,0,0,0,0,0,2,0,-2.2,-3,agerma01,Maurice Ager
116,2008-11-26,Team.NEW_JERSEY_NETS,Location.AWAY,Team.SACRAMENTO_KINGS,Outcome.WIN,True,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,agerma01,Maurice Ager
117,2008-11-29,Team.NEW_JERSEY_NETS,Location.AWAY,Team.UTAH_JAZZ,Outcome.WIN,True,129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0,-3,agerma01,Maurice Ager
118,2008-12-12,Team.NEW_JERSEY_NETS,Location.HOME,Team.TORONTO_RAPTORS,Outcome.LOSS,True,437,3,5,0,0,0,0,1,0,1,0,0,0,0,6,5.1,1,agerma01,Maurice Ager
119,2008-12-22,Team.NEW_JERSEY_NETS,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.LOSS,True,393,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1.0,-3,agerma01,Maurice Ager
120,2008-12-31,Team.NEW_JERSEY_NETS,Location.AWAY,Team.DETROIT_PISTONS,Outcome.LOSS,True,197,1,2,0,1,0,0,0,0,0,0,0,0,1,2,0.6,-7,agerma01,Maurice Ager
