,date,team,location,opponent,outcome,active,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points_scored,game_score,plus_minus,player_id,name
0,2005-11-01,Team.SACRAMENTO_KINGS,Location.AWAY,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Outcome.LOSS,True,1840,7,13,0,0,0,0,4,4,1,1,1,0,2,14,13.3,-9,abdursh01,Shareef Abdur-Rahim
1,2005-11-02,Team.SACRAMENTO_KINGS,Location.AWAY,Team.HOUSTON_ROCKETS,Outcome.LOSS,True,2000,8,16,0,0,1,3,6,3,2,0,0,1,3,17,12.5,-8,abdursh01,Shareef Abdur-Rahim
2,2005-11-06,Team.SACRAMENTO_KINGS,Location.AWAY,Team.PHOENIX_SUNS,Outcome.WIN,True,2384,8,16,0,0,7,9,7,5,7,1,1,2,1,23,24.8,-3,abdursh01,Shareef Abdur-Rahim
3,2005-11-08,Team.SACRAMENTO_KINGS,Location.HOME,Team.DETROIT_PISTONS,Outcome.LOSS,True,1990,7,9,0,0,0,0,0,5,2,0,1,1,3,14,11.9,-22,abdursh01,Shareef Abdur-Rahim
4,2005-11-09,Team.SACRAMENTO_KINGS,Location.AWAY,Team.DENVER_NUGGETS,Outcome.LOSS,True,2214,6,12,0,0,3,6,2,5,7,0,0,3,4,15,11.0,-9,abdursh01,Shareef Abdur-Rahim
5,2005-11-11,Team.SACRAMENTO_KINGS,Location.HOME,Team.DENVER_NUGGETS,Outcome.WIN,True,2404,5,10,0,0,4,6,0,9,2,0,0,1,4,14,9.7,2,abdursh01,Shareef Abdur-Rahim
6,2005-11-13,Team.SACRAMENTO_KINGS,Location.HOME,Team.NEW_YORK_KNICKS,Outcome.LOSS,True,2399,4,9,0,1,6,9,3,10,6,2,2,6,5,14,12.8,8,abdursh01,Shareef Abdur-Rahim
7,2005-11-15,Team.SACRAMENTO_KINGS,Location.HOME,Team.UTAH_JAZZ,Outcome.WIN,True,1394,4,6,0,0,2,3,1,2,0,1,1,1,4,10,7.4,24,abdursh01,Shareef Abdur-Rahim
8,2005-11-18,Team.SACRAMENTO_KINGS,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.WIN,True,2115,6,9,0,0,4,5,2,5,6,4,3,2,2,16,22.1,22,abdursh01,Shareef Abdur-Rahim
9,2005-11-20,Team.SACRAMENTO_KINGS,Location.AWAY,Team.SEATTLE_SUPERSONICS,Outcome.LOSS,True,2132,7,10,0,0,2,2,2,2,8,3,1,4,4,16,17.5,3,abdursh01,Shareef Abdur-Rahim
10,2005-11-21,Team.SACRAMENTO_KINGS,Location.HOME,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,True,1742,3,10,1,1,4,5,1,4,1,1,0,2,3,11,5.2,-17,abdursh01,Shareef Abdur-Rahim
11,2005-11-23,Team.SACRAMENTO_KINGS,Location.HOME,Team.NEW_JERSEY_NETS,Outcome.WIN,True,2092,4,7,0,0,6,6,2,5,3,1,0,5,4,14,10.1,18,abdursh01,Shareef Abdur-Rahim
12,2005-11-25,Team.SACRAMENTO_KINGS,Location.HOME,Team.TORONTO_RAPTORS,Outcome.WIN,True,2425,7,10,0,0,8,9,2,6,4,0,0,1,3,22,21.2,-3,abdursh01,Shareef Abdur-Rahim
13,2005-11-29,Team.SACRAMENTO_KINGS,Location.HOME,Team.CHARLOTTE_BOBCATS,Outcome.WIN,True,1544,4,12,2,2,0,0,2,7,3,0,2,1,2,10,8.4,11,abdursh01,Shareef Abdur-Rahim
14,2005-11-30,Team.SACRAMENTO_KINGS,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,True,2308,8,14,0,1,6,7,2,3,4,2,0,5,5,22,15.1,-9,abdursh01,Shareef Abdur-Rahim
15,2005-12-02,Team.SACRAMENTO_KINGS,Location.HOME,Team.MIAMI_HEAT,Outcome.LOSS,True,1993,5,11,0,0,4,4,1,2,3,0,0,0,3,14,10.5,-8,abdursh01,Shareef Abdur-Rahim
16,2005-12-04,Team.SACRAMENTO_KINGS,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.LOSS,True,1861,3,9,0,0,0,2,1,3,0,0,0,1,2,6,-0.1,-9,abdursh01,Shareef Abdur-Rahim
17,2005-12-06,Team.SACRAMENTO_KINGS,Location.HOME,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,True,2236,9,14,1,1,6,6,0,4,2,0,2,2,4,25,19.2,3,abdursh01,Shareef Abdur-Rahim
18,2005-12-08,Team.SACRAMENTO_KINGS,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.LOSS,True,2263,4,8,0,0,0,0,1,5,3,0,1,2,5,8,5.0,-3,abdursh01,Shareef Abdur-Rahim
19,2005-12-10,Team.SACRAMENTO_KINGS,Location.AWAY,Team.SEATTLE_SUPERSONICS,Outcome.WIN,True,2314,6,9,0,1,5,5,0,7,6,0,2,0,5,17,18.8,18,abdursh01,Shareef Abdur-Rahim
20,2005-12-11,Team.SACRAMENTO_KINGS,Location.HOME,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Outcome.WIN,True,2425,10,15,0,0,3,5,3,8,1,1,4,2,3,23,21.5,9,abdursh01,Shareef Abdur-Rahim
21,2005-12-13,Team.SACRAMENTO_KINGS,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,True,2070,5,9,1,1,8,8,1,1,3,0,0,0,4,19,16.2,12,abdursh01,Shareef Abdur-Rahim
22,2005-12-14,Team.SACRAMENTO_KINGS,Location.AWAY,Team.DETROIT_PISTONS,Outcome.LOSS,True,1719,5,11,0,1,4,4,0,2,3,1,0,1,1,14,10.6,-17,abdursh01,Shareef Abdur-Rahim
23,2005-12-17,Team.SACRAMENTO_KINGS,Location.AWAY,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,True,2458,12,16,0,0,1,3,1,6,3,1,0,2,4,25,19.8,7,abdursh01,Shareef Abdur-Rahim
24,2005-12-19,Team.SACRAMENTO_KINGS,Location.AWAY,Team.CHARLOTTE_BOBCATS,Outcome.LOSS,True,2771,12,20,0,0,8,9,1,4,2,0,1,3,5,32,21.4,3,abdursh01,Shareef Abdur-Rahim
25,2005-12-22,Team.SACRAMENTO_KINGS,Location.HOME,Team.DALLAS_MAVERICKS,Outcome.LOSS,True,2092,6,16,0,0,1,1,3,5,3,0,0,4,4,13,4.3,-12,abdursh01,Shareef Abdur-Rahim
26,2005-12-26,Team.SACRAMENTO_KINGS,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,True,2234,8,15,0,1,2,3,2,2,2,1,2,2,3,18,12.9,2,abdursh01,Shareef Abdur-Rahim
27,2006-01-19,Team.SACRAMENTO_KINGS,Location.HOME,Team.LOS_ANGELES_LAKERS,Outcome.WIN,True,1155,2,4,0,0,7,8,0,0,2,1,0,1,2,11,9.2,-6,abdursh01,Shareef Abdur-Rahim
28,2006-01-21,Team.SACRAMENTO_KINGS,Location.AWAY,Team.ORLANDO_MAGIC,Outcome.LOSS,True,1219,3,5,0,0,3,3,3,3,1,0,1,2,4,9,7.5,6,abdursh01,Shareef Abdur-Rahim
29,2006-01-22,Team.SACRAMENTO_KINGS,Location.AWAY,Team.MIAMI_HEAT,Outcome.LOSS,True,1319,3,9,0,0,5,7,2,1,2,0,0,0,3,11,7.0,-2,abdursh01,Shareef Abdur-Rahim
30,2006-01-24,Team.SACRAMENTO_KINGS,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.LOSS,True,1794,2,10,0,3,6,6,0,3,1,1,1,3,4,10,2.5,3,abdursh01,Shareef Abdur-Rahim
31,2006-01-25,Team.SACRAMENTO_KINGS,Location.AWAY,Team.NEW_YORK_KNICKS,Outcome.WIN,True,804,0,4,0,0,3,6,1,1,0,1,0,0,2,3,0.2,-5,abdursh01,Shareef Abdur-Rahim
32,2006-01-27,Team.SACRAMENTO_KINGS,Location.AWAY,Team.BOSTON_CELTICS,Outcome.LOSS,True,1283,2,6,0,0,2,4,0,2,2,1,2,3,3,6,2.0,8,abdursh01,Shareef Abdur-Rahim
33,2006-01-29,Team.SACRAMENTO_KINGS,Location.AWAY,Team.TORONTO_RAPTORS,Outcome.LOSS,True,860,2,2,0,0,3,3,0,1,0,0,0,0,4,7,5.1,-11,abdursh01,Shareef Abdur-Rahim
34,2006-01-31,Team.SACRAMENTO_KINGS,Location.HOME,Team.DENVER_NUGGETS,Outcome.WIN,True,1866,5,9,0,0,0,0,1,2,1,0,0,4,4,10,2.1,0,abdursh01,Shareef Abdur-Rahim
35,2006-02-03,Team.SACRAMENTO_KINGS,Location.AWAY,Team.UTAH_JAZZ,Outcome.LOSS,True,2223,4,9,0,1,6,8,1,4,0,1,2,1,4,14,10.2,-1,abdursh01,Shareef Abdur-Rahim
36,2006-02-05,Team.SACRAMENTO_KINGS,Location.HOME,Team.UTAH_JAZZ,Outcome.WIN,True,1462,3,7,0,1,4,4,1,4,2,2,0,0,3,10,10.4,9,abdursh01,Shareef Abdur-Rahim
37,2006-02-07,Team.SACRAMENTO_KINGS,Location.HOME,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,True,624,0,0,0,0,2,2,0,2,2,0,0,2,2,2,1.2,-4,abdursh01,Shareef Abdur-Rahim
38,2006-02-09,Team.SACRAMENTO_KINGS,Location.HOME,Team.CHICAGO_BULLS,Outcome.WIN,True,1262,4,5,0,0,7,7,3,2,2,1,0,3,4,15,13.6,9,abdursh01,Shareef Abdur-Rahim
39,2006-02-10,Team.SACRAMENTO_KINGS,Location.AWAY,Team.PHOENIX_SUNS,Outcome.LOSS,True,1417,4,6,0,2,2,2,0,4,2,2,0,2,5,10,8.0,-2,abdursh01,Shareef Abdur-Rahim
40,2006-02-12,Team.SACRAMENTO_KINGS,Location.HOME,Team.ATLANTA_HAWKS,Outcome.WIN,True,1244,4,6,0,0,2,2,2,6,2,0,1,1,3,10,10.5,4,abdursh01,Shareef Abdur-Rahim
41,2006-02-14,Team.SACRAMENTO_KINGS,Location.AWAY,Team.CHICAGO_BULLS,Outcome.WIN,True,1110,1,5,0,0,2,2,0,5,2,0,0,0,3,4,2.6,2,abdursh01,Shareef Abdur-Rahim
42,2006-02-15,Team.SACRAMENTO_KINGS,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,True,1340,2,6,0,0,5,8,1,6,3,0,1,0,3,9,8.5,1,abdursh01,Shareef Abdur-Rahim
43,2006-02-21,Team.SACRAMENTO_KINGS,Location.HOME,Team.GOLDEN_STATE_WARRIORS,Outcome.WIN,True,1405,6,9,0,0,3,3,1,6,3,0,0,0,1,15,15.3,22,abdursh01,Shareef Abdur-Rahim
44,2006-02-23,Team.SACRAMENTO_KINGS,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,True,1083,1,4,0,0,0,0,0,4,1,0,0,2,3,2,-1.7,-9,abdursh01,Shareef Abdur-Rahim
45,2006-02-27,Team.SACRAMENTO_KINGS,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,True,1516,6,13,0,0,3,3,3,3,3,1,0,1,1,15,13.0,6,abdursh01,Shareef Abdur-Rahim
46,2006-03-01,Team.SACRAMENTO_KINGS,Location.AWAY,Team.CLEVELAND_CAVALIERS,Outcome.WIN,True,1036,4,7,0,0,3,3,0,3,0,1,0,1,5,11,6.6,2,abdursh01,Shareef Abdur-Rahim
47,2006-03-03,Team.SACRAMENTO_KINGS,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.WIN,True,1373,2,6,0,0,8,10,0,1,1,2,0,2,3,12,7.6,9,abdursh01,Shareef Abdur-Rahim
48,2006-03-05,Team.SACRAMENTO_KINGS,Location.AWAY,Team.WASHINGTON_WIZARDS,Outcome.LOSS,True,969,1,5,0,0,0,0,2,1,1,0,0,1,3,2,-0.9,-5,abdursh01,Shareef Abdur-Rahim
49,2006-03-06,Team.SACRAMENTO_KINGS,Location.AWAY,Team.NEW_JERSEY_NETS,Outcome.WIN,True,852,2,6,0,0,3,4,1,1,1,0,1,0,3,7,4.4,7,abdursh01,Shareef Abdur-Rahim
50,2006-03-08,Team.SACRAMENTO_KINGS,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.WIN,True,1491,7,9,0,0,0,0,2,1,3,0,0,0,3,14,13.1,8,abdursh01,Shareef Abdur-Rahim
51,2006-03-10,Team.SACRAMENTO_KINGS,Location.HOME,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,True,1389,4,6,0,1,5,6,4,5,0,1,0,1,2,13,13.5,0,abdursh01,Shareef Abdur-Rahim
52,2006-03-12,Team.SACRAMENTO_KINGS,Location.HOME,Team.DALLAS_MAVERICKS,Outcome.WIN,True,1230,4,6,0,0,0,0,0,3,0,0,1,3,3,8,2.8,7,abdursh01,Shareef Abdur-Rahim
53,2006-03-14,Team.SACRAMENTO_KINGS,Location.HOME,Team.LOS_ANGELES_LAKERS,Outcome.WIN,True,1610,2,4,0,0,2,2,0,3,1,1,0,1,3,6,4.4,23,abdursh01,Shareef Abdur-Rahim
54,2006-03-17,Team.SACRAMENTO_KINGS,Location.AWAY,Team.INDIANA_PACERS,Outcome.LOSS,True,1368,2,8,0,1,2,5,4,7,1,0,0,1,2,6,3.8,-2,abdursh01,Shareef Abdur-Rahim
55,2006-03-19,Team.SACRAMENTO_KINGS,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.LOSS,True,1544,3,6,0,0,1,2,1,4,0,0,0,3,4,7,0.9,-4,abdursh01,Shareef Abdur-Rahim
56,2006-03-21,Team.SACRAMENTO_KINGS,Location.HOME,Team.SEATTLE_SUPERSONICS,Outcome.WIN,True,1286,2,4,0,0,0,0,1,0,3,1,0,1,2,4,4.0,2,abdursh01,Shareef Abdur-Rahim
57,2006-03-22,Team.SACRAMENTO_KINGS,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,True,1224,6,8,0,0,2,2,2,3,2,0,1,1,4,14,12.6,13,abdursh01,Shareef Abdur-Rahim
58,2006-03-25,Team.SACRAMENTO_KINGS,Location.AWAY,Team.UTAH_JAZZ,Outcome.WIN,True,816,1,4,0,0,2,2,0,2,0,0,0,0,4,4,0.6,-5,abdursh01,Shareef Abdur-Rahim
59,2006-03-26,Team.SACRAMENTO_KINGS,Location.HOME,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,True,1687,8,12,0,1,8,9,2,7,2,0,0,0,4,24,21.7,11,abdursh01,Shareef Abdur-Rahim
60,2006-03-28,Team.SACRAMENTO_KINGS,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.LOSS,True,1345,4,7,0,0,0,0,1,4,0,0,1,3,2,8,3.5,-5,abdursh01,Shareef Abdur-Rahim
61,2006-03-29,Team.SACRAMENTO_KINGS,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,True,1587,8,11,0,0,5,6,3,3,4,1,0,0,5,21,20.9,23,abdursh01,Shareef Abdur-Rahim
62,2006-03-31,Team.SACRAMENTO_KINGS,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,Outcome.WIN,True,1215,3,8,0,0,3,6,0,4,1,1,1,1,2,9,5.2,5,abdursh01,Shareef Abdur-Rahim
63,2006-04-02,Team.SACRAMENTO_KINGS,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,True,1672,8,10,0,0,2,4,3,1,0,0,0,2,3,18,12.6,7,abdursh01,Shareef Abdur-Rahim
64,2006-04-04,Team.SACRAMENTO_KINGS,Location.AWAY,Team.DALLAS_MAVERICKS,Outcome.LOSS,True,1059,2,5,0,0,0,0,0,0,1,2,1,1,6,4,1.3,-10,abdursh01,Shareef Abdur-Rahim
65,2006-04-05,Team.SACRAMENTO_KINGS,Location.AWAY,Team.SAN_ANTONIO_SPURS,Outcome.WIN,True,1455,8,15,0,0,0,0,1,1,0,0,1,0,4,16,8.8,-1,abdursh01,Shareef Abdur-Rahim
66,2006-04-07,Team.SACRAMENTO_KINGS,Location.AWAY,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,True,1363,2,6,0,0,2,4,2,1,2,1,0,0,0,6,5.9,-2,abdursh01,Shareef Abdur-Rahim
67,2006-04-09,Team.SACRAMENTO_KINGS,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.WIN,True,1381,1,5,0,0,1,4,2,3,0,0,0,1,2,3,-0.8,11,abdursh01,Shareef Abdur-Rahim
68,2006-04-11,Team.SACRAMENTO_KINGS,Location.HOME,Team.PHOENIX_SUNS,Outcome.LOSS,True,1526,6,7,0,0,4,5,1,2,1,1,1,3,2,16,13.0,2,abdursh01,Shareef Abdur-Rahim
69,2006-04-15,Team.SACRAMENTO_KINGS,Location.AWAY,Team.DENVER_NUGGETS,Outcome.WIN,True,1623,6,9,0,0,2,2,3,4,3,1,1,1,2,14,15.4,14,abdursh01,Shareef Abdur-Rahim
70,2006-04-16,Team.SACRAMENTO_KINGS,Location.HOME,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Outcome.WIN,True,1340,3,8,0,1,2,2,0,2,2,3,1,0,2,8,8.5,4,abdursh01,Shareef Abdur-Rahim
71,2006-04-18,Team.SACRAMENTO_KINGS,Location.HOME,Team.SEATTLE_SUPERSONICS,Outcome.WIN,True,1836,6,15,0,1,1,2,2,2,2,1,0,2,2,13,6.1,7,abdursh01,Shareef Abdur-Rahim
72,2006-02-21,Team.DETROIT_PISTONS,Location.HOME,Team.ATLANTA_HAWKS,Outcome.WIN,True,78,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-1.4,-2,ackeral01,Alex Acker
73,2006-02-23,Team.DETROIT_PISTONS,Location.HOME,Team.INDIANA_PACERS,Outcome.WIN,True,65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0,-8,ackeral01,Alex Acker
74,2006-02-26,Team.DETROIT_PISTONS,Location.HOME,Team.CLEVELAND_CAVALIERS,Outcome.WIN,True,124,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0.3,-9,ackeral01,Alex Acker
75,2006-04-17,Team.DETROIT_PISTONS,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.LOSS,True,1087,2,8,0,2,0,0,1,3,4,1,0,1,2,4,2.8,-6,ackeral01,Alex Acker
76,2006-04-19,Team.DETROIT_PISTONS,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.LOSS,True,752,1,5,1,3,0,0,0,1,0,0,0,1,1,3,-1.2,-8,ackeral01,Alex Acker
77,2005-11-02,Team.CHICAGO_BULLS,Location.HOME,Team.CHARLOTTE_BOBCATS,Outcome.WIN,True,160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,-1,allenma01,Malik Allen
78,2005-11-14,Team.CHICAGO_BULLS,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,True,789,3,6,0,0,0,0,1,1,0,0,0,0,3,6,2.8,-9,allenma01,Malik Allen
79,2005-11-26,Team.CHICAGO_BULLS,Location.AWAY,Team.HOUSTON_ROCKETS,Outcome.WIN,True,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4,3,allenma01,Malik Allen
80,2005-12-03,Team.CHICAGO_BULLS,Location.HOME,Team.DETROIT_PISTONS,Outcome.LOSS,True,181,0,1,0,0,0,2,0,0,0,0,0,0,0,0,-1.5,6,allenma01,Malik Allen
81,2005-12-10,Team.CHICAGO_BULLS,Location.AWAY,Team.WASHINGTON_WIZARDS,Outcome.WIN,True,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,allenma01,Malik Allen
82,2005-12-16,Team.CHICAGO_BULLS,Location.AWAY,Team.DETROIT_PISTONS,Outcome.LOSS,True,1355,4,8,0,0,0,0,3,2,0,0,0,2,5,8,2.7,-3,allenma01,Malik Allen
83,2005-12-17,Team.CHICAGO_BULLS,Location.HOME,Team.BOSTON_CELTICS,Outcome.WIN,True,357,1,2,0,0,0,0,0,2,0,0,0,2,0,2,-0.4,6,allenma01,Malik Allen
84,2005-12-23,Team.CHICAGO_BULLS,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,True,244,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.4,-4,allenma01,Malik Allen
85,2005-12-28,Team.CHICAGO_BULLS,Location.AWAY,Team.CHARLOTTE_BOBCATS,Outcome.LOSS,True,260,1,1,0,0,0,0,0,1,0,0,1,0,0,2,2.7,4,allenma01,Malik Allen
86,2006-01-04,Team.CHICAGO_BULLS,Location.HOME,Team.SEATTLE_SUPERSONICS,Outcome.LOSS,True,478,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3,-10,allenma01,Malik Allen
87,2006-01-07,Team.CHICAGO_BULLS,Location.HOME,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,True,429,2,3,0,0,0,0,0,2,1,0,0,1,1,4,2.6,2,allenma01,Malik Allen
88,2006-01-14,Team.CHICAGO_BULLS,Location.HOME,Team.INDIANA_PACERS,Outcome.LOSS,True,476,2,4,0,0,0,0,1,0,0,0,0,1,2,4,0.9,4,allenma01,Malik Allen
89,2006-01-16,Team.CHICAGO_BULLS,Location.HOME,Team.DENVER_NUGGETS,Outcome.LOSS,True,142,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0,-4,allenma01,Malik Allen
90,2006-01-20,Team.CHICAGO_BULLS,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.LOSS,True,890,2,4,0,0,0,0,1,0,0,0,0,1,1,4,1.3,-2,allenma01,Malik Allen
91,2006-01-21,Team.CHICAGO_BULLS,Location.AWAY,Team.INDIANA_PACERS,Outcome.WIN,True,286,2,3,0,0,0,0,0,0,1,0,0,0,1,4,3.0,-11,allenma01,Malik Allen
92,2006-01-25,Team.CHICAGO_BULLS,Location.AWAY,Team.TORONTO_RAPTORS,Outcome.WIN,True,1106,2,5,0,0,0,0,0,3,0,0,1,1,2,4,1.1,11,allenma01,Malik Allen
93,2006-01-27,Team.CHICAGO_BULLS,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.WIN,True,614,2,4,0,0,0,0,0,1,0,0,0,0,0,4,2.3,-5,allenma01,Malik Allen
94,2006-01-28,Team.CHICAGO_BULLS,Location.HOME,Team.ATLANTA_HAWKS,Outcome.WIN,True,715,3,3,0,0,2,2,0,4,2,0,1,2,1,8,8.0,-1,allenma01,Malik Allen
95,2006-01-31,Team.CHICAGO_BULLS,Location.AWAY,Team.DALLAS_MAVERICKS,Outcome.LOSS,True,315,1,3,0,0,0,0,0,2,0,0,0,0,1,2,0.5,-5,allenma01,Malik Allen
96,2006-02-01,Team.CHICAGO_BULLS,Location.AWAY,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Outcome.LOSS,True,236,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-0.8,-1,allenma01,Malik Allen
97,2006-02-04,Team.CHICAGO_BULLS,Location.AWAY,Team.PHOENIX_SUNS,Outcome.LOSS,True,230,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.1,-3,allenma01,Malik Allen
98,2006-02-06,Team.CHICAGO_BULLS,Location.AWAY,Team.UTAH_JAZZ,Outcome.LOSS,True,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,allenma01,Malik Allen
99,2006-02-08,Team.CHICAGO_BULLS,Location.AWAY,Team.DENVER_NUGGETS,Outcome.WIN,True,705,2,4,0,0,1,4,1,2,0,0,1,0,1,5,3.4,-6,allenma01,Malik Allen
100,2006-02-09,Team.CHICAGO_BULLS,Location.AWAY,Team.SACRAMENTO_KINGS,Outcome.LOSS,True,741,3,8,0,0,2,2,1,2,0,0,0,0,1,8,4.5,8,allenma01,Malik Allen
101,2006-02-12,Team.CHICAGO_BULLS,Location.AWAY,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,True,373,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1.7,-8,allenma01,Malik Allen
102,2006-02-14,Team.CHICAGO_BULLS,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.LOSS,True,529,0,1,0,0,0,0,1,1,0,0,0,0,1,0,-0.1,-6,allenma01,Malik Allen
103,2006-02-16,Team.CHICAGO_BULLS,Location.HOME,Team.PHILADELPHIA_76ERS,Outcome.WIN,True,1341,7,12,0,0,2,2,1,5,0,0,0,0,5,16,10.6,16,allenma01,Malik Allen
104,2006-02-22,Team.CHICAGO_BULLS,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.WIN,True,1910,5,7,0,0,0,1,2,7,1,2,1,0,2,10,12.8,18,allenma01,Malik Allen
105,2006-02-24,Team.CHICAGO_BULLS,Location.HOME,Team.DETROIT_PISTONS,Outcome.LOSS,True,986,1,2,1,1,0,0,0,2,0,0,2,0,2,3,3.2,3,allenma01,Malik Allen
106,2006-02-25,Team.CHICAGO_BULLS,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.LOSS,True,1404,6,9,0,0,2,2,4,4,0,0,2,3,5,14,10.5,-1,allenma01,Malik Allen
107,2006-02-28,Team.CHICAGO_BULLS,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,True,713,5,7,0,0,0,0,0,1,0,0,0,0,2,10,6.6,7,allenma01,Malik Allen
108,2006-03-02,Team.CHICAGO_BULLS,Location.HOME,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,True,983,2,6,0,0,0,0,1,1,0,0,0,1,4,4,-1.0,-2,allenma01,Malik Allen
109,2006-03-03,Team.CHICAGO_BULLS,Location.AWAY,Team.NEW_YORK_KNICKS,Outcome.WIN,True,513,0,2,0,0,0,0,2,2,0,0,0,1,1,0,-0.8,5,allenma01,Malik Allen
110,2006-03-07,Team.CHICAGO_BULLS,Location.HOME,Team.NEW_JERSEY_NETS,Outcome.WIN,True,1308,2,10,0,0,0,0,0,4,0,2,0,1,1,4,-0.4,2,allenma01,Malik Allen
111,2006-03-08,Team.CHICAGO_BULLS,Location.AWAY,Team.DETROIT_PISTONS,Outcome.LOSS,True,1370,4,7,0,0,0,0,2,1,2,1,2,0,2,8,9.4,2,allenma01,Malik Allen
112,2006-03-10,Team.CHICAGO_BULLS,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,True,747,2,5,0,0,0,0,0,0,0,0,1,0,2,4,1.2,-8,allenma01,Malik Allen
113,2006-03-11,Team.CHICAGO_BULLS,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.WIN,True,1401,4,7,0,0,4,8,2,3,1,0,0,3,4,12,5.5,2,allenma01,Malik Allen
114,2006-03-14,Team.CHICAGO_BULLS,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,True,1353,4,6,0,0,0,0,1,4,2,0,0,0,2,8,7.9,16,allenma01,Malik Allen
115,2006-03-15,Team.CHICAGO_BULLS,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.LOSS,True,609,0,4,0,0,0,0,1,2,1,1,0,1,2,0,-1.6,-11,allenma01,Malik Allen
116,2006-03-18,Team.CHICAGO_BULLS,Location.HOME,Team.MIAMI_HEAT,Outcome.LOSS,True,1620,6,11,0,0,0,0,1,3,1,2,0,1,4,12,8.4,3,allenma01,Malik Allen
117,2006-03-19,Team.CHICAGO_BULLS,Location.AWAY,Team.WASHINGTON_WIZARDS,Outcome.LOSS,True,921,2,6,0,0,1,1,1,0,1,0,0,1,1,5,1.6,-1,allenma01,Malik Allen
118,2006-03-22,Team.CHICAGO_BULLS,Location.AWAY,Team.INDIANA_PACERS,Outcome.LOSS,True,420,1,2,0,0,0,0,0,1,1,0,0,0,1,2,1.6,5,allenma01,Malik Allen
