,date,team,location,opponent,outcome,active,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points_scored,game_score,plus_minus,player_id,name
3444,2006-03-21,Team.MEMPHIS_GRIZZLIES,Location.HOME,Team.INDIANA_PACERS,Outcome.WIN,True,366,1,1,0,0,0,0,0,1,1,0,0,1,2,2,0.9,-7,burksan01,Antonio Burks
3445,2006-03-24,Team.MEMPHIS_GRIZZLIES,Location.AWAY,Team.NEW_YORK_KNICKS,Outcome.WIN,True,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,burksan01,Antonio Burks
3446,2006-04-02,Team.MEMPHIS_GRIZZLIES,Location.HOME,Team.ATLANTA_HAWKS,Outcome.WIN,True,125,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-0.8,-7,burksan01,Antonio Burks
3447,2006-04-04,Team.MEMPHIS_GRIZZLIES,Location.HOME,Team.GOLDEN_STATE_WARRIORS,Outcome.WIN,True,136,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7,3,burksan01,Antonio Burks
3448,2006-04-11,Team.MEMPHIS_GRIZZLIES,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,True,192,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1.4,-3,burksan01,Antonio Burks
3449,2006-04-19,Team.MEMPHIS_GRIZZLIES,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,True,1509,0,6,0,0,0,0,1,0,6,1,0,2,1,0,-0.7,12,burksan01,Antonio Burks
3450,2005-11-11,Team.CHARLOTTE_BOBCATS,Location.HOME,Team.DALLAS_MAVERICKS,Outcome.LOSS,True,105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7,1,burleke01,Kevin Burleson
3451,2005-11-12,Team.CHARLOTTE_BOBCATS,Location.AWAY,Team.MIAMI_HEAT,Outcome.LOSS,True,720,4,5,3,4,0,0,0,0,2,3,0,1,3,11,11.3,17,burleke01,Kevin Burleson
3452,2005-11-16,Team.CHARLOTTE_BOBCATS,Location.HOME,Team.INDIANA_PACERS,Outcome.WIN,True,849,1,4,0,3,0,0,0,1,3,3,0,1,5,2,2.0,1,burleke01,Kevin Burleson
3453,2005-11-26,Team.CHARLOTTE_BOBCATS,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.WIN,True,109,0,2,0,2,0,0,0,0,0,0,0,0,0,0,-1.4,-1,burleke01,Kevin Burleson
3454,2005-12-07,Team.CHARLOTTE_BOBCATS,Location.HOME,Team.NEW_JERSEY_NETS,Outcome.LOSS,True,185,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3,-1,burleke01,Kevin Burleson
3455,2005-12-19,Team.CHARLOTTE_BOBCATS,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.WIN,True,826,2,5,2,4,3,4,0,0,0,1,0,2,4,9,3.3,-2,burleke01,Kevin Burleson
3456,2005-12-20,Team.CHARLOTTE_BOBCATS,Location.AWAY,Team.CHICAGO_BULLS,Outcome.WIN,True,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,burleke01,Kevin Burleson
3457,2005-12-23,Team.CHARLOTTE_BOBCATS,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,True,499,0,3,0,3,0,0,0,2,0,0,0,0,0,0,-1.5,6,burleke01,Kevin Burleson
3458,2005-12-28,Team.CHARLOTTE_BOBCATS,Location.HOME,Team.CHICAGO_BULLS,Outcome.WIN,True,419,1,3,0,1,0,0,1,0,0,1,0,1,1,2,0.6,12,burleke01,Kevin Burleson
3459,2006-01-07,Team.CHARLOTTE_BOBCATS,Location.AWAY,Team.ORLANDO_MAGIC,Outcome.LOSS,True,803,1,2,0,1,4,4,1,1,1,4,0,2,6,6,6.3,3,burleke01,Kevin Burleson
3460,2006-01-10,Team.CHARLOTTE_BOBCATS,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.WIN,True,355,1,2,0,1,0,0,0,0,2,0,0,0,0,2,2.4,3,burleke01,Kevin Burleson
3461,2006-01-11,Team.CHARLOTTE_BOBCATS,Location.AWAY,Team.TORONTO_RAPTORS,Outcome.LOSS,True,785,2,3,1,2,0,0,0,0,2,0,0,1,4,5,2.5,9,burleke01,Kevin Burleson
3462,2006-01-13,Team.CHARLOTTE_BOBCATS,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.LOSS,True,766,1,6,0,5,0,0,0,0,2,1,0,0,5,2,-1.4,-4,burleke01,Kevin Burleson
3463,2006-01-14,Team.CHARLOTTE_BOBCATS,Location.AWAY,Team.DETROIT_PISTONS,Outcome.LOSS,True,679,0,2,0,0,0,0,0,1,2,2,0,1,1,0,0.9,-10,burleke01,Kevin Burleson
3464,2006-01-16,Team.CHARLOTTE_BOBCATS,Location.HOME,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Outcome.LOSS,True,555,0,2,0,1,0,0,1,0,3,0,0,2,3,0,-1.8,3,burleke01,Kevin Burleson
3465,2006-01-20,Team.CHARLOTTE_BOBCATS,Location.HOME,Team.ORLANDO_MAGIC,Outcome.LOSS,True,662,0,1,0,1,0,0,0,0,0,1,0,1,4,0,-2.3,6,burleke01,Kevin Burleson
3466,2006-01-21,Team.CHARLOTTE_BOBCATS,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.LOSS,True,165,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.1,6,burleke01,Kevin Burleson
3467,2006-01-24,Team.CHARLOTTE_BOBCATS,Location.AWAY,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,True,833,0,1,0,1,0,0,0,1,7,0,0,0,1,0,4.1,-6,burleke01,Kevin Burleson
3468,2006-01-25,Team.CHARLOTTE_BOBCATS,Location.AWAY,Team.HOUSTON_ROCKETS,Outcome.LOSS,True,676,0,2,0,1,2,2,0,1,2,0,0,0,1,2,1.9,-4,burleke01,Kevin Burleson
3469,2006-01-27,Team.CHARLOTTE_BOBCATS,Location.HOME,Team.MIAMI_HEAT,Outcome.LOSS,True,239,0,2,0,1,0,0,0,0,1,0,0,0,0,0,-0.7,-4,burleke01,Kevin Burleson
3470,2006-01-28,Team.CHARLOTTE_BOBCATS,Location.AWAY,Team.WASHINGTON_WIZARDS,Outcome.LOSS,True,454,0,1,0,1,0,0,0,0,0,0,0,1,1,0,-2.1,-8,burleke01,Kevin Burleson
3471,2006-01-30,Team.CHARLOTTE_BOBCATS,Location.HOME,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,True,757,0,4,0,2,0,0,0,2,1,0,0,0,3,0,-2.7,-1,burleke01,Kevin Burleson
3472,2006-02-01,Team.CHARLOTTE_BOBCATS,Location.HOME,Team.ATLANTA_HAWKS,Outcome.LOSS,True,89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7,4,burleke01,Kevin Burleson
3473,2006-02-06,Team.CHARLOTTE_BOBCATS,Location.HOME,Team.SEATTLE_SUPERSONICS,Outcome.WIN,True,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,burleke01,Kevin Burleson
3474,2006-02-10,Team.CHARLOTTE_BOBCATS,Location.HOME,Team.TORONTO_RAPTORS,Outcome.LOSS,True,2141,0,6,0,4,0,0,0,2,2,3,0,2,2,0,-2.0,-14,burleke01,Kevin Burleson
3475,2006-02-11,Team.CHARLOTTE_BOBCATS,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.LOSS,True,1161,0,4,0,1,2,2,0,4,4,1,0,1,6,2,0.8,-4,burleke01,Kevin Burleson
3476,2006-02-21,Team.CHARLOTTE_BOBCATS,Location.AWAY,Team.DENVER_NUGGETS,Outcome.LOSS,True,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-4,burleke01,Kevin Burleson
3477,2006-02-25,Team.CHARLOTTE_BOBCATS,Location.AWAY,Team.PHOENIX_SUNS,Outcome.LOSS,True,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4,3,burleke01,Kevin Burleson
3478,2006-03-12,Team.CHARLOTTE_BOBCATS,Location.AWAY,Team.DETROIT_PISTONS,Outcome.LOSS,True,652,0,1,0,1,0,0,0,0,2,0,0,2,5,0,-3.3,-5,burleke01,Kevin Burleson
3479,2006-03-15,Team.CHARLOTTE_BOBCATS,Location.AWAY,Team.WASHINGTON_WIZARDS,Outcome.LOSS,True,279,0,2,0,1,0,0,0,0,1,0,0,0,2,0,-1.5,-6,burleke01,Kevin Burleson
3480,2006-03-21,Team.CHARLOTTE_BOBCATS,Location.HOME,Team.ORLANDO_MAGIC,Outcome.WIN,True,651,0,2,0,0,0,0,1,0,2,0,0,0,1,0,0.3,-6,burleke01,Kevin Burleson
3481,2006-03-22,Team.CHARLOTTE_BOBCATS,Location.AWAY,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,True,397,1,3,0,2,1,1,0,0,0,0,0,0,1,3,0.9,-6,burleke01,Kevin Burleson
3482,2006-03-26,Team.CHARLOTTE_BOBCATS,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,True,243,0,1,0,1,0,0,0,0,0,0,0,1,1,0,-2.1,1,burleke01,Kevin Burleson
3483,2006-04-06,Team.CHARLOTTE_BOBCATS,Location.AWAY,Team.NEW_JERSEY_NETS,Outcome.LOSS,True,366,1,3,0,1,2,2,0,0,0,1,0,1,0,4,2.3,7,burleke01,Kevin Burleson
3484,2006-04-12,Team.CHARLOTTE_BOBCATS,Location.HOME,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,True,292,1,2,1,1,0,0,0,1,1,0,0,2,0,3,1.0,-2,burleke01,Kevin Burleson
3485,2006-04-14,Team.CHARLOTTE_BOBCATS,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.WIN,True,415,2,3,1,1,0,0,0,2,0,1,0,3,0,5,2.3,-1,burleke01,Kevin Burleson
3486,2006-04-15,Team.CHARLOTTE_BOBCATS,Location.HOME,Team.INDIANA_PACERS,Outcome.WIN,True,630,0,1,0,1,0,0,0,1,1,3,0,0,1,0,2.9,-1,burleke01,Kevin Burleson
3487,2006-04-17,Team.CHARLOTTE_BOBCATS,Location.AWAY,Team.NEW_YORK_KNICKS,Outcome.WIN,True,569,2,4,1,2,0,0,0,1,2,0,1,0,0,5,5.4,6,burleke01,Kevin Burleson
3488,2006-04-19,Team.CHARLOTTE_BOBCATS,Location.HOME,Team.PHILADELPHIA_76ERS,Outcome.WIN,True,810,2,5,1,3,2,2,0,1,3,1,1,0,0,7,8.4,2,burleke01,Kevin Burleson
3489,2005-11-02,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.TORONTO_RAPTORS,Outcome.WIN,True,1718,3,10,0,0,5,6,0,7,5,0,0,2,4,11,6.8,18,butleca01,Caron Butler
3490,2005-11-09,Team.WASHINGTON_WIZARDS,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,True,1698,5,10,0,0,9,10,2,2,2,2,1,3,5,19,14.7,-5,butleca01,Caron Butler
3491,2005-11-11,Team.WASHINGTON_WIZARDS,Location.HOME,Team.SEATTLE_SUPERSONICS,Outcome.WIN,True,1301,9,16,0,1,6,6,2,4,5,2,0,2,3,24,21.3,30,butleca01,Caron Butler
3492,2005-11-12,Team.WASHINGTON_WIZARDS,Location.HOME,Team.SAN_ANTONIO_SPURS,Outcome.WIN,True,2053,6,12,0,1,5,7,1,4,3,2,1,5,2,17,11.1,17,butleca01,Caron Butler
3493,2005-11-15,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,True,1672,5,11,0,0,4,4,0,0,1,2,0,0,4,14,9.4,-22,butleca01,Caron Butler
3494,2005-11-17,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.LOSS,True,1805,7,13,0,0,1,2,1,7,2,0,0,0,2,15,11.7,-6,butleca01,Caron Butler
3495,2005-11-19,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.NEW_JERSEY_NETS,Outcome.LOSS,True,2037,5,14,0,0,1,4,1,3,4,3,0,3,4,11,4.8,-16,butleca01,Caron Butler
3496,2005-11-22,Team.WASHINGTON_WIZARDS,Location.HOME,Team.DENVER_NUGGETS,Outcome.LOSS,True,1256,4,7,0,1,2,2,1,4,2,0,1,3,2,10,6.9,7,butleca01,Caron Butler
3497,2005-11-23,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.ORLANDO_MAGIC,Outcome.LOSS,True,1254,0,5,0,0,2,2,0,2,3,2,0,0,2,2,2.4,-2,butleca01,Caron Butler
3498,2005-11-25,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.DETROIT_PISTONS,Outcome.WIN,True,2355,9,16,0,1,9,10,2,3,2,3,0,2,1,27,23.3,2,butleca01,Caron Butler
3499,2005-11-26,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.CHARLOTTE_BOBCATS,Outcome.LOSS,True,1031,2,6,0,0,2,2,0,3,2,0,0,4,2,6,0.1,-5,butleca01,Caron Butler
3500,2005-11-30,Team.WASHINGTON_WIZARDS,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,True,1787,5,17,0,1,2,2,2,7,2,2,0,2,1,12,6.6,-4,butleca01,Caron Butler
3501,2005-12-02,Team.WASHINGTON_WIZARDS,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.LOSS,True,2044,11,17,0,3,5,6,1,4,2,1,1,2,3,27,20.9,6,butleca01,Caron Butler
3502,2005-12-06,Team.WASHINGTON_WIZARDS,Location.HOME,Team.TORONTO_RAPTORS,Outcome.WIN,True,795,1,4,0,0,0,0,0,3,1,1,0,0,1,2,1.8,-4,butleca01,Caron Butler
3503,2005-12-08,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.INDIANA_PACERS,Outcome.LOSS,True,1649,4,15,0,2,6,6,3,1,1,3,0,1,1,14,9.8,-14,butleca01,Caron Butler
3504,2005-12-10,Team.WASHINGTON_WIZARDS,Location.HOME,Team.CHICAGO_BULLS,Outcome.LOSS,True,1590,5,9,0,0,6,7,0,1,1,2,0,0,3,16,13.1,-12,butleca01,Caron Butler
3505,2005-12-11,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.MIAMI_HEAT,Outcome.LOSS,True,2277,14,22,0,0,0,1,2,8,3,0,1,1,6,28,21.0,3,butleca01,Caron Butler
3506,2005-12-13,Team.WASHINGTON_WIZARDS,Location.HOME,Team.NEW_JERSEY_NETS,Outcome.WIN,True,1633,3,8,0,1,6,6,1,9,2,1,0,3,4,12,8.8,6,butleca01,Caron Butler
3507,2005-12-16,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,True,1905,3,9,0,0,14,15,0,1,1,4,0,0,4,20,17.9,0,butleca01,Caron Butler
3508,2005-12-18,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,True,1516,3,7,0,1,4,4,3,1,0,0,0,3,3,10,4.5,-16,butleca01,Caron Butler
3509,2005-12-19,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.SEATTLE_SUPERSONICS,Outcome.LOSS,True,1793,8,12,0,1,3,3,2,6,3,3,0,3,4,19,17.5,-3,butleca01,Caron Butler
3510,2005-12-21,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.DENVER_NUGGETS,Outcome.WIN,True,1819,4,15,0,1,3,4,2,5,4,1,0,3,6,11,3.0,5,butleca01,Caron Butler
3511,2005-12-23,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.PHOENIX_SUNS,Outcome.WIN,True,2653,10,20,0,1,6,7,2,3,2,1,0,2,3,26,17.1,5,butleca01,Caron Butler
3512,2005-12-26,Team.WASHINGTON_WIZARDS,Location.HOME,Team.LOS_ANGELES_LAKERS,Outcome.WIN,True,2256,5,13,1,1,5,6,1,4,2,0,0,1,4,16,9.2,5,butleca01,Caron Butler
3513,2005-12-28,Team.WASHINGTON_WIZARDS,Location.HOME,Team.PHOENIX_SUNS,Outcome.LOSS,True,2269,9,16,0,1,4,5,0,4,2,1,0,5,5,22,10.6,-10,butleca01,Caron Butler
3514,2005-12-30,Team.WASHINGTON_WIZARDS,Location.HOME,Team.MIAMI_HEAT,Outcome.LOSS,True,2593,4,15,1,1,10,11,0,9,1,0,1,1,3,19,11.6,-10,butleca01,Caron Butler
3515,2006-01-03,Team.WASHINGTON_WIZARDS,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.LOSS,True,2374,7,18,1,2,5,5,2,4,4,0,0,1,6,20,12.2,-21,butleca01,Caron Butler
3516,2006-01-06,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.NEW_YORK_KNICKS,Outcome.LOSS,True,2163,4,13,0,1,8,8,0,2,3,3,0,1,3,16,12.0,-10,butleca01,Caron Butler
3517,2006-01-07,Team.WASHINGTON_WIZARDS,Location.HOME,Team.BOSTON_CELTICS,Outcome.WIN,True,2327,6,17,2,2,6,8,2,1,3,2,0,1,3,20,13.3,2,butleca01,Caron Butler
3518,2006-01-09,Team.WASHINGTON_WIZARDS,Location.HOME,Team.UTAH_JAZZ,Outcome.LOSS,True,2363,4,13,0,1,8,9,1,2,4,0,0,4,3,16,7.0,-15,butleca01,Caron Butler
3519,2006-01-11,Team.WASHINGTON_WIZARDS,Location.HOME,Team.ATLANTA_HAWKS,Outcome.WIN,True,1523,7,13,0,1,0,0,0,3,2,3,1,1,1,14,12.3,10,butleca01,Caron Butler
3520,2006-01-13,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.INDIANA_PACERS,Outcome.WIN,True,2460,9,20,2,2,4,6,0,8,2,5,0,3,2,24,17.8,8,butleca01,Caron Butler
3521,2006-01-14,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.WIN,True,2875,8,19,0,3,7,7,1,7,5,4,2,1,0,23,23.6,4,butleca01,Caron Butler
3522,2006-01-16,Team.WASHINGTON_WIZARDS,Location.HOME,Team.PHILADELPHIA_76ERS,Outcome.WIN,True,1943,9,13,1,1,4,4,0,1,2,2,0,0,4,23,19.6,24,butleca01,Caron Butler
3523,2006-01-18,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.ORLANDO_MAGIC,Outcome.LOSS,True,2533,6,18,2,4,4,7,1,4,2,3,2,2,3,18,11.1,-5,butleca01,Caron Butler
3524,2006-01-20,Team.WASHINGTON_WIZARDS,Location.HOME,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Outcome.WIN,True,2665,11,20,0,0,2,2,1,3,2,3,0,5,2,24,14.6,16,butleca01,Caron Butler
3525,2006-01-22,Team.WASHINGTON_WIZARDS,Location.HOME,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,True,2262,5,12,0,0,6,6,1,3,1,2,0,2,2,16,11.1,-1,butleca01,Caron Butler
3526,2006-01-25,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.BOSTON_CELTICS,Outcome.WIN,True,2574,2,12,0,1,0,1,4,3,3,1,0,3,5,4,-2.2,3,butleca01,Caron Butler
3527,2006-01-27,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.CHICAGO_BULLS,Outcome.LOSS,True,2726,6,21,0,0,0,0,11,5,1,1,0,3,4,12,6.0,-12,butleca01,Caron Butler
3528,2006-01-28,Team.WASHINGTON_WIZARDS,Location.HOME,Team.CHARLOTTE_BOBCATS,Outcome.WIN,True,2393,3,9,0,1,0,0,0,9,3,0,0,1,3,6,3.5,5,butleca01,Caron Butler
3529,2006-01-31,Team.WASHINGTON_WIZARDS,Location.HOME,Team.INDIANA_PACERS,Outcome.WIN,True,2226,5,13,0,2,3,3,1,7,3,0,0,3,3,13,6.6,-2,butleca01,Caron Butler
3530,2006-02-01,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.TORONTO_RAPTORS,Outcome.LOSS,True,2124,8,13,0,0,2,2,0,3,6,1,0,2,3,18,15.0,-11,butleca01,Caron Butler
3531,2006-02-04,Team.WASHINGTON_WIZARDS,Location.HOME,Team.ATLANTA_HAWKS,Outcome.WIN,True,2463,8,17,0,0,2,2,1,6,3,3,0,3,5,18,11.9,17,butleca01,Caron Butler
3532,2006-02-06,Team.WASHINGTON_WIZARDS,Location.HOME,Team.ORLANDO_MAGIC,Outcome.WIN,True,2622,6,14,0,1,0,0,0,4,1,2,1,2,2,12,6.4,12,butleca01,Caron Butler
3533,2006-02-08,Team.WASHINGTON_WIZARDS,Location.HOME,Team.GOLDEN_STATE_WARRIORS,Outcome.WIN,True,2789,12,24,0,4,10,12,4,11,4,3,0,1,4,34,30.5,3,butleca01,Caron Butler
3534,2006-02-10,Team.WASHINGTON_WIZARDS,Location.HOME,Team.CLEVELAND_CAVALIERS,Outcome.WIN,True,2507,8,15,0,1,2,2,0,10,0,0,0,5,3,18,7.5,12,butleca01,Caron Butler
3535,2006-02-12,Team.WASHINGTON_WIZARDS,Location.HOME,Team.PHILADELPHIA_76ERS,Outcome.WIN,True,2588,8,19,2,4,3,4,2,7,4,1,0,5,3,21,11.6,6,butleca01,Caron Butler
3536,2006-02-13,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,Outcome.LOSS,True,1964,4,10,0,0,2,2,2,2,2,0,0,2,3,10,4.8,-12,butleca01,Caron Butler
3537,2006-02-15,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.DALLAS_MAVERICKS,Outcome.LOSS,True,2465,10,18,1,2,6,6,4,7,1,1,0,1,2,27,23.2,-1,butleca01,Caron Butler
3538,2006-02-21,Team.WASHINGTON_WIZARDS,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,True,2599,5,13,0,3,9,12,1,11,3,3,1,3,3,19,16.3,-1,butleca01,Caron Butler
3539,2006-02-24,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.CLEVELAND_CAVALIERS,Outcome.WIN,True,2473,9,15,4,5,2,2,2,5,2,3,0,5,4,24,17.8,8,butleca01,Caron Butler
3540,2006-02-25,Team.WASHINGTON_WIZARDS,Location.HOME,Team.NEW_YORK_KNICKS,Outcome.WIN,True,1529,4,10,0,0,0,0,1,2,2,1,0,3,4,8,1.7,18,butleca01,Caron Butler
3541,2006-02-27,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,True,1500,0,5,0,1,0,0,0,1,3,0,0,0,1,0,-1.5,5,butleca01,Caron Butler
3542,2006-03-01,Team.WASHINGTON_WIZARDS,Location.HOME,Team.INDIANA_PACERS,Outcome.LOSS,True,2247,3,14,0,0,0,0,3,2,2,2,0,2,5,6,-0.5,-10,butleca01,Caron Butler
3543,2006-03-03,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.LOSS,True,2474,7,15,0,1,4,4,3,9,6,1,0,4,4,18,14.7,-2,butleca01,Caron Butler
3544,2006-03-05,Team.WASHINGTON_WIZARDS,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.WIN,True,2880,9,22,1,3,3,4,2,4,3,3,1,4,4,22,12.6,10,butleca01,Caron Butler
3545,2006-03-07,Team.WASHINGTON_WIZARDS,Location.HOME,Team.BOSTON_CELTICS,Outcome.LOSS,True,2745,9,14,2,3,3,4,2,2,4,2,0,5,4,23,16.6,-6,butleca01,Caron Butler
3546,2006-03-08,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.MIAMI_HEAT,Outcome.LOSS,True,2264,7,18,1,1,4,4,5,7,4,1,1,3,4,19,14.7,-10,butleca01,Caron Butler
3547,2006-03-11,Team.WASHINGTON_WIZARDS,Location.HOME,Team.DETROIT_PISTONS,Outcome.WIN,True,2290,10,14,4,6,6,8,1,5,0,1,0,2,3,30,23.4,15,butleca01,Caron Butler
3548,2006-03-14,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.CHARLOTTE_BOBCATS,Outcome.WIN,True,2687,9,18,0,2,7,8,2,6,3,2,0,1,4,25,20.3,5,butleca01,Caron Butler
3549,2006-03-15,Team.WASHINGTON_WIZARDS,Location.HOME,Team.CHARLOTTE_BOBCATS,Outcome.WIN,True,2598,6,13,0,1,6,6,1,5,4,2,0,4,3,18,13.1,6,butleca01,Caron Butler
3550,2006-03-17,Team.WASHINGTON_WIZARDS,Location.HOME,Team.DALLAS_MAVERICKS,Outcome.LOSS,True,2630,8,18,2,3,0,0,3,3,2,2,0,1,3,18,12.8,-10,butleca01,Caron Butler
3551,2006-03-19,Team.WASHINGTON_WIZARDS,Location.HOME,Team.CHICAGO_BULLS,Outcome.WIN,True,2560,7,17,2,6,9,9,0,5,2,4,0,3,2,25,19.0,12,butleca01,Caron Butler
3552,2006-03-21,Team.WASHINGTON_WIZARDS,Location.HOME,Team.NEW_JERSEY_NETS,Outcome.LOSS,True,2653,12,19,1,4,0,0,4,5,3,1,0,3,6,25,18.5,-14,butleca01,Caron Butler
3553,2006-03-23,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.UTAH_JAZZ,Outcome.WIN,True,2708,11,19,2,3,3,4,2,3,1,3,0,1,2,27,21.9,11,butleca01,Caron Butler
3554,2006-03-25,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,True,1652,6,13,0,1,0,0,2,2,2,0,0,2,4,12,5.1,-15,butleca01,Caron Butler
3555,2006-03-27,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,Outcome.WIN,True,1900,5,13,1,1,0,0,1,4,3,1,0,1,4,11,6.3,12,butleca01,Caron Butler
3556,2006-03-28,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.SACRAMENTO_KINGS,Outcome.WIN,True,2215,8,21,0,1,7,9,1,8,2,1,0,4,3,23,11.0,6,butleca01,Caron Butler
3557,2006-03-31,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.HOUSTON_ROCKETS,Outcome.LOSS,True,1560,3,6,1,2,0,0,0,5,2,1,0,2,2,7,5.1,-6,butleca01,Caron Butler
3558,2006-04-01,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,True,2482,7,15,1,2,6,7,1,8,3,0,0,1,2,21,16.3,-2,butleca01,Caron Butler
3559,2006-04-04,Team.WASHINGTON_WIZARDS,Location.HOME,Team.NEW_YORK_KNICKS,Outcome.WIN,True,2105,7,14,1,4,3,4,1,7,6,3,1,5,4,18,14.7,29,butleca01,Caron Butler
3560,2006-04-05,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.BOSTON_CELTICS,Outcome.WIN,True,2407,12,19,0,2,2,2,0,6,0,5,1,5,3,26,18.8,12,butleca01,Caron Butler
3561,2006-04-16,Team.WASHINGTON_WIZARDS,Location.HOME,Team.CLEVELAND_CAVALIERS,Outcome.WIN,True,2503,8,21,1,2,4,4,3,5,3,4,1,2,3,21,16.7,7,butleca01,Caron Butler
3562,2006-04-18,Team.WASHINGTON_WIZARDS,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.WIN,True,2690,9,18,2,5,2,2,4,5,0,2,0,2,4,22,15.7,13,butleca01,Caron Butler
3563,2006-04-19,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.DETROIT_PISTONS,Outcome.WIN,True,2432,13,22,2,7,5,5,2,10,2,3,0,4,2,33,26.8,19,butleca01,Caron Butler
